Wind_Direction,Wind_Speed,Cloud_Base_Height,Temperature,Pressure,NotWeekend,InOperatingHours,NotHoliday
50,5,30,10.8,1010.2,0,0,1
50,8,20,11.9,1010.4,0,1,1
80,7,10,12.0,1011.3,0,1,1
70,8,30,13.4,1010.9,0,1,1
60,8,60,14.6,1009.8,0,1,1
40,9,60,14.7,1009.8,0,1,1
40,8,30,13.8,1010.1,0,1,1
40,8,30,13.1,1010.7,0,1,1
40,6,30,12.2,1011.1,0,1,1
50,9,100,11.7,1011.1,0,0,1
50,9,100,12.0,1010.9,0,0,1
10,2,60,11.9,1011.4,1,0,1
340,2,60,11.8,1011.6,1,1,1
340,2,100,11.8,1012.2,1,1,1
350,3,100,12.0,1012.6,1,1,1
360,1,100,12.8,1013.0,1,1,1
340,4,30,13.1,1013.2,1,1,1
320,2,30,13.8,1013.8,1,1,1
350,2,30,14.6,1013.4,1,1,1
210,3,100,15.1,1013.3,1,1,1
180,3,30,14.4,1013.6,1,1,1
210,4,30,14.2,1013.9,1,1,1
120,1,30,14.5,1013.9,1,1,1
110,1,20,14.2,1014.5,1,1,1
290,2,20,13.7,1014.8,1,1,1
260,1,20,13.6,1015.3,1,1,1
360,2,20,13.6,1016.1,1,0,1
70,6,10,14.3,1016.2,1,0,1
50,5,10,14.4,1016.3,1,0,1
70,7,5,14.3,1016.1,1,0,1
80,8,5,14.2,1016.1,1,0,1
80,9,0,14.2,1016.3,1,1,1
70,7,0,14.2,1017.0,1,1,1
80,6,5,14.3,1017.6,1,1,1
50,6,0,14.3,1017.8,1,1,1
70,5,0,14.5,1018.2,1,1,1
80,5,5,15.4,1018.2,1,1,1
110,5,10,15.5,1018.2,1,1,1
80,6,10,15.5,1017.8,1,1,1
40,7,10,15.4,1017.5,1,1,1
60,5,10,15.0,1017.3,1,1,1
40,5,10,14.9,1017.2,1,1,1
60,5,20,14.7,1017.2,1,1,1
70,4,20,14.3,1017.4,1,1,1
40,3,20,13.7,1017.5,1,1,1
50,4,20,12.0,1016.8,1,0,1
60,3,30,11.4,1016.5,1,0,1
1,1,20,11.9,1014.1,1,0,1
40,3,20,12.1,1013.4,1,0,1
60,4,20,12.5,1012.9,1,1,1
70,3,20,12.5,1013.1,1,1,1
70,4,20,12.6,1013.3,1,1,1
80,6,20,12.5,1013.1,1,1,1
80,10,30,13.1,1012.9,1,1,1
60,9,30,13.2,1012.4,1,1,1
70,9,20,12.8,1011.9,1,1,1
70,8,20,12.8,1011.2,1,1,1
50,7,20,13.1,1010.4,1,1,1
60,8,30,13.4,1009.8,1,1,1
50,11,30,13.6,1009.2,1,1,1
20,7,60,13.7,1009.0,1,1,1
20,8,30,14.1,1008.7,1,1,1
20,7,30,14.0,1008.4,1,1,1
50,9,30,14.0,1008.3,1,0,1
90,7,30,13.1,1008.0,1,0,1
50,6,60,13.0,1008.0,1,0,1
50,7,30,12.8,1007.5,1,0,1
60,8,30,12.7,1007.7,1,0,1
60,7,30,12.1,1007.3,1,1,1
70,10,250,12.3,1007.0,1,1,1
70,10,30,13.2,1007.0,1,1,1
60,15,30,14.0,1006.5,1,1,1
70,13,30,14.4,1006.6,1,1,1
70,15,30,14.9,1006.6,1,1,1
70,11,30,15.3,1006.5,1,1,1
70,13,60,15.0,1006.2,1,1,1
80,11,60,15.1,1005.8,1,1,1
70,11,30,14.7,1005.4,1,1,1
50,13,30,14.6,1004.8,1,1,1
70,13,30,14.3,1004.9,1,1,1
60,10,30,14.0,1005.0,1,1,1
60,11,20,13.5,1005.2,1,1,1
50,11,20,13.0,1005.3,1,0,1
60,14,20,11.5,1005.7,1,0,1
60,12,20,11.3,1005.8,1,0,1
50,12,30,10.2,1005.5,1,0,1
50,14,30,9.7,1005.2,1,0,1
40,13,30,9.5,1004.9,1,0,1
40,16,30,9.2,1004.7,1,0,1
50,12,30,8.7,1004.4,1,1,1
50,17,30,8.8,1004.2,1,1,1
50,14,30,9.0,1004.2,1,1,1
40,18,30,9.4,1004.6,1,1,1
40,16,30,8.9,1004.7,1,1,1
30,12,60,8.1,1004.9,1,1,1
40,14,30,8.3,1004.3,1,1,1
20,11,30,8.5,1004.3,1,1,1
30,16,30,8.6,1004.2,1,1,1
30,14,30,8.0,1004.4,1,1,1
30,13,150,7.6,1004.5,1,1,1
30,16,100,7.5,1004.6,1,1,1
30,14,100,7.3,1005.5,1,1,1
20,9,100,6.6,1006.7,1,0,1
10,10,250,2.1,1010.8,0,0,1
20,9,250,2.0,1011.6,0,0,1
10,9,250,1.8,1012.4,0,1,1
30,12,250,2.0,1013.2,0,1,1
360,5,250,1.8,1014.5,0,1,1
360,7,250,3.7,1015.1,0,1,1
360,11,250,5.6,1015.8,0,1,1
360,13,250,7.2,1016.0,0,1,1
360,16,250,7.5,1016.1,0,1,1
360,16,250,8.8,1016.1,0,1,1
350,7,250,6.0,1018.0,0,1,1
360,5,250,3.3,1017.4,0,0,1
310,3,100,3.8,1014.3,0,1,1
310,2,100,4.1,1013.9,0,1,1
310,2,100,5.5,1013.7,0,1,1
300,5,100,7.5,1013.2,0,1,1
300,9,60,9.1,1012.9,0,1,1
270,12,100,9.8,1012.5,0,1,1
250,12,30,9.9,1011.7,0,1,1
270,14,30,9.9,1010.8,0,1,1
320,11,100,9.8,1010.1,0,1,1
290,14,100,9.7,1008.7,0,1,1
300,15,100,9.8,1008.0,0,1,1
270,15,100,10.0,1007.8,0,1,1
260,15,100,10.4,1005.0,1,0,1
240,18,100,10.9,1002.8,1,0,1
260,16,30,10.1,1003.2,1,1,1
270,17,100,9.9,1003.5,1,1,1
310,11,60,10.4,1003.4,1,1,1
240,15,100,10.6,1003.5,1,1,1
270,12,30,11.0,1003.7,1,1,1
240,17,30,11.4,1003.5,1,1,1
240,18,30,12.6,1003.3,1,1,1
250,18,30,11.5,1003.1,1,1,1
250,14,30,11.9,1002.9,1,1,1
310,10,100,10.4,1003.1,1,1,1
350,7,150,10.1,1003.1,1,1,1
350,5,150,10.4,1003.4,1,1,1
360,4,60,9.5,1003.5,1,1,1
360,4,0,7.1,1003.5,1,0,1
360,2,0,4.7,1002.0,1,0,1
350,3,0,6.0,1002.1,1,1,1
30,1,100,6.0,1002.3,1,1,1
360,1,150,6.2,1002.4,1,1,1
350,2,150,6.9,1002.2,1,1,1
10,2,150,8.4,1001.9,1,1,1
360,3,150,9.6,1001.5,1,1,1
330,5,150,10.7,1000.9,1,1,1
360,4,60,11.8,1000.1,1,1,1
360,3,100,10.4,999.2,1,1,1
360,7,100,11.6,998.4,1,1,1
360,8,100,9.8,998.1,1,1,1
360,7,250,9.0,997.8,1,1,1
360,6,100,8.9,997.5,1,1,1
360,8,100,8.3,997.1,1,1,1
360,9,100,8.6,996.4,1,0,1
360,10,100,9.2,995.9,1,0,1
360,10,100,8.5,990.8,1,0,1
350,16,150,9.8,989.7,1,0,1
310,16,30,9.3,988.0,1,0,1
250,21,30,9.6,986.7,1,1,1
220,25,100,9.8,985.7,1,1,1
230,22,60,10.4,984.9,1,1,1
210,25,30,11.1,984.1,1,1,1
210,25,60,11.5,983.2,1,1,1
220,27,60,11.6,982.5,1,1,1
220,31,100,11.8,981.0,1,1,1
210,25,60,12.2,979.8,1,1,1
210,26,60,12.2,978.5,1,1,1
210,26,60,12.3,977.2,1,1,1
220,29,60,11.3,976.2,1,1,1
340,15,60,9.2,976.0,1,1,1
360,7,30,8.0,975.8,1,1,1
360,8,60,7.6,975.1,1,1,1
360,5,30,7.7,974.5,1,0,1
360,7,100,7.3,974.4,1,0,1
340,12,150,8.2,973.0,1,0,1
360,9,100,8.3,972.5,1,0,1
360,12,60,7.1,971.4,1,0,1
360,8,60,7.0,970.9,1,0,1
350,16,100,7.5,970.7,1,0,1
360,11,60,7.4,970.8,1,1,1
350,15,150,7.2,971.2,1,1,1
350,10,250,5.6,972.3,1,1,1
360,13,100,6.9,973.2,1,1,1
330,16,100,7.4,974.1,1,1,1
350,12,250,8.6,975.0,1,1,1
340,19,100,7.7,976.0,1,1,1
340,13,150,8.8,976.5,1,1,1
340,14,250,8.3,977.3,1,1,1
340,15,60,4.3,978.3,1,1,1
360,6,60,5.2,979.4,1,1,1
360,10,250,5.6,979.8,1,1,1
350,15,150,6.6,980.3,1,1,1
350,12,250,6.0,981.0,1,1,1
330,17,150,7.0,981.4,1,0,1
330,22,100,8.1,982.1,1,0,1
330,18,150,7.2,983.8,1,0,1
330,19,150,8.1,984.5,1,0,1
350,13,60,7.5,984.5,1,0,1
330,18,60,7.9,984.6,1,1,1
350,11,100,7.2,984.3,1,1,1
340,18,100,8.4,984.7,1,1,1
350,16,100,8.6,985.3,1,1,1
360,8,100,8.8,985.7,1,1,1
300,8,100,8.2,986.2,1,1,1
300,8,100,10.2,986.1,1,1,1
250,19,100,8.7,986.9,1,1,1
260,16,100,9.8,987.1,1,1,1
300,10,100,7.4,987.7,1,1,1
290,7,150,7.3,988.3,1,1,1
290,5,100,7.4,988.6,1,1,1
270,9,150,6.8,988.9,1,1,1
320,5,250,6.5,989.3,1,1,1
310,6,250,6.6,989.5,1,0,1
300,3,60,6.5,989.5,1,0,1
320,3,100,6.4,989.2,0,0,1
270,20,60,8.1,988.1,0,0,1
270,15,150,6.9,988.5,0,0,1
260,12,250,6.4,989.2,0,1,1
270,12,60,7.5,989.8,0,1,1
270,6,150,6.2,990.6,0,1,1
270,16,150,7.6,991.0,0,1,1
270,9,250,8.4,991.6,0,1,1
270,10,100,9.0,991.7,0,1,1
260,14,250,9.3,991.9,0,1,1
240,19,60,9.3,992.0,0,1,1
220,12,100,6.7,992.9,0,1,1
90,3,100,3.8,992.2,0,0,1
30,4,100,4.4,991.7,0,0,1
20,4,30,5.5,986.2,0,0,1
100,5,100,4.4,987.1,0,1,1
80,5,100,6.1,986.4,0,1,1
280,14,100,8.8,986.6,0,1,1
260,9,250,7.8,987.9,0,0,1
260,9,100,8.0,988.7,0,0,1
260,10,100,8.3,989.1,1,0,1
100,7,60,6.6,991.9,1,0,1
110,8,100,6.3,992.7,1,1,1
80,7,100,6.1,993.9,1,1,1
80,11,250,5.9,995.7,1,1,1
70,13,250,6.8,997.0,1,1,1
70,11,250,8.6,998.8,1,1,1
60,15,250,9.3,999.8,1,1,1
40,13,250,9.7,1001.2,1,1,1
40,12,100,9.6,1002.5,1,1,1
30,12,60,10.0,1003.5,1,1,1
20,11,250,9.8,1004.5,1,1,1
360,10,250,9.1,1005.5,1,1,1
360,10,250,7.5,1006.8,1,1,1
20,8,250,6.4,1008.1,1,1,1
10,7,250,5.4,1010.2,1,0,1
40,2,250,3.3,1012.4,1,0,1
60,3,100,3.3,1013.2,1,0,1
340,1,250,2.2,1015.5,1,0,1
360,2,250,1.9,1016.1,1,1,1
80,4,250,1.2,1016.6,1,1,1
60,2,250,3.3,1017.5,1,1,1
30,4,250,4.5,1018.0,1,1,1
290,4,250,6.9,1018.6,1,1,1
290,6,250,9.6,1018.8,1,1,1
310,11,100,10.3,1019.2,1,1,1
300,8,100,10.5,1019.1,1,1,1
290,12,100,11.1,1018.9,1,1,1
290,10,60,10.4,1019.0,1,1,1
300,8,30,9.8,1019.3,1,1,1
270,12,60,9.9,1019.3,1,1,1
280,12,100,9.9,1019.5,1,1,1
280,10,60,9.6,1019.8,1,1,1
290,8,60,9.2,1019.9,1,0,1
300,8,30,8.7,1021.0,1,0,1
280,7,60,8.5,1021.1,1,1,1
280,7,60,8.5,1021.5,1,1,1
280,6,30,8.9,1022.1,1,1,1
280,9,60,9.5,1022.5,1,1,1
280,10,60,9.8,1022.5,1,1,1
290,10,30,10.0,1022.6,1,1,1
290,7,60,10.4,1022.0,1,1,1
280,10,60,10.7,1021.7,1,1,1
270,10,60,10.8,1021.3,1,1,1
270,12,60,10.7,1020.8,1,1,1
280,9,60,10.6,1020.3,1,1,1
270,8,60,10.2,1020.5,1,1,1
270,9,60,10.1,1020.6,1,1,1
270,12,100,10.4,1020.4,1,1,1
250,10,60,10.0,1017.8,1,0,1
270,8,30,9.3,1015.8,1,0,1
260,8,30,9.6,1015.5,1,1,1
270,8,10,9.7,1015.2,1,1,1
260,6,100,9.3,1015.5,1,1,1
270,6,100,9.8,1015.8,1,1,1
280,6,60,10.6,1015.9,1,1,1
290,6,100,11.3,1015.6,1,1,1
280,6,100,12.1,1015.2,1,1,1
250,4,100,13.4,1014.8,1,1,1
280,7,100,12.1,1014.3,1,1,1
290,5,60,11.7,1013.8,1,1,1
330,5,60,11.3,1013.5,1,1,1
300,6,100,9.9,1013.4,1,1,1
290,2,100,7.5,1013.3,1,1,1
310,3,250,6.7,1013.5,1,1,1
330,2,100,7.9,1013.4,1,0,1
50,2,100,8.2,1012.8,1,0,1
180,2,100,8.4,1010.7,1,0,1
260,9,60,9.7,1008.5,1,0,1
250,9,60,10.0,1007.4,1,1,1
230,18,60,9.9,1006.7,1,1,1
230,15,100,10.7,1006.3,1,1,1
210,16,60,10.6,1005.8,1,1,1
220,19,60,11.0,1005.3,1,1,1
210,16,100,11.2,1004.4,1,1,1
200,21,30,10.7,1003.3,1,1,1
200,20,30,10.8,1002.0,1,1,1
210,19,100,10.9,1001.0,1,1,1
220,20,100,11.1,1000.0,1,1,1
220,18,60,11.0,999.2,1,1,1
240,17,60,10.8,998.5,1,1,1
240,15,10,10.0,997.6,1,1,1
230,19,10,10.3,997.0,1,1,1
200,8,30,9.1,996.3,1,0,1
260,3,20,9.4,996.0,1,0,1
270,7,100,8.8,994.4,0,0,1
280,4,20,8.3,993.3,0,0,1
350,1,200,7.0,992.2,0,0,1
300,2,250,6.7,992.1,0,1,1
280,2,250,6.8,992.0,0,1,1
310,2,150,6.8,992.3,0,1,1
310,4,60,6.8,992.6,0,1,1
280,3,150,8.3,992.3,0,1,1
300,5,100,9.5,992.4,0,1,1
280,8,250,9.6,991.8,0,1,1
260,10,150,11.0,991.6,0,1,1
260,10,100,10.6,991.7,0,1,1
290,10,100,8.1,992.1,0,1,1
300,6,200,7.1,993.9,0,1,1
280,6,150,5.9,994.6,0,0,1
360,3,100,3.7,999.2,0,0,1
80,3,250,2.7,1004.9,0,1,1
110,1,250,4.6,1006.3,0,1,1
280,2,250,8.3,1008.2,0,1,1
250,3,60,10.2,1009.6,0,1,1
280,3,250,6.8,1013.4,0,0,1
80,2,250,6.5,1014.2,0,0,1
80,1,60,6.6,1014.4,0,0,1
100,1,250,6.9,1014.5,1,0,1
260,12,100,9.5,1014.1,1,0,1
240,14,30,9.1,1013.9,1,0,1
210,14,30,9.4,1013.7,1,1,1
220,17,10,9.8,1013.6,1,1,1
220,19,20,10.4,1014.0,1,1,1
220,20,10,11.2,1013.9,1,1,1
230,18,5,11.9,1013.9,1,1,1
240,21,5,12.2,1014.3,1,1,1
240,16,10,12.3,1014.5,1,1,1
240,12,10,12.5,1014.6,1,1,1
240,12,5,12.7,1014.7,1,1,1
240,12,10,12.8,1015.1,1,1,1
250,11,5,12.7,1015.6,1,1,1
260,10,30,12.5,1015.9,1,1,1
250,10,10,12.1,1016.5,1,1,1
230,10,250,11.7,1016.9,1,1,1
250,10,20,11.8,1017.1,1,0,1
230,10,100,12.2,1017.5,1,0,1
220,13,100,12.5,1018.1,1,0,1
220,13,100,12.5,1018.4,1,0,1
200,15,100,12.6,1018.2,1,0,1
200,14,100,12.6,1018.1,1,0,1
190,14,100,12.3,1018.7,1,1,1
220,16,20,12.2,1019.2,1,1,1
200,12,30,12.4,1019.5,1,1,1
200,15,100,12.7,1019.8,1,1,1
190,15,100,12.8,1019.9,1,1,1
200,15,100,12.9,1020.0,1,1,1
190,17,60,12.5,1019.9,1,1,1
190,16,100,12.9,1019.5,1,1,1
190,15,100,13.0,1019.4,1,1,1
180,13,100,12.5,1019.0,1,1,1
190,15,20,12.1,1019.2,1,1,1
180,15,60,11.3,1019.2,1,1,1
190,10,30,11.1,1019.3,1,1,1
190,12,60,11.6,1019.4,1,1,1
170,8,100,12.0,1019.6,1,0,1
160,7,100,12.0,1019.3,1,0,1
100,4,30,9.7,1018.3,1,1,1
110,5,60,10.3,1018.4,1,1,1
80,4,30,10.5,1018.7,1,1,1
90,5,60,11.1,1018.7,1,1,1
90,7,250,12.3,1018.7,1,1,1
90,7,250,12.7,1018.5,1,1,1
80,9,250,12.9,1017.9,1,1,1
80,9,250,13.4,1017.2,1,1,1
80,10,250,13.0,1016.9,1,1,1
90,10,250,12.3,1016.7,1,1,1
80,11,250,11.3,1016.7,1,1,1
80,6,250,10.2,1017.1,1,1,1
70,7,250,9.7,1017.3,1,1,1
60,5,250,9.1,1017.6,1,1,1
80,4,30,8.8,1017.6,1,0,1
50,4,30,8.3,1017.3,1,0,1
80,5,60,7.8,1016.7,1,0,1
60,3,30,7.6,1016.5,1,0,1
90,5,30,7.7,1016.0,1,0,1
90,5,250,7.7,1015.7,1,1,1
70,3,30,7.6,1015.9,1,1,1
60,5,30,8.4,1016.2,1,1,1
70,4,30,9.1,1016.1,1,1,1
70,6,30,9.6,1016.4,1,1,1
80,7,30,10.1,1015.9,1,1,1
80,5,30,10.6,1015.3,1,1,1
70,6,30,10.6,1014.8,1,1,1
70,4,30,10.5,1014.3,1,1,1
70,5,30,10.3,1013.9,1,1,1
70,5,30,10.1,1013.6,1,1,1
90,3,30,9.7,1013.6,1,1,1
120,4,30,9.5,1013.4,1,1,1
80,4,30,9.5,1013.4,1,1,1
40,5,30,9.4,1013.0,1,0,1
50,5,30,9.1,1013.0,1,0,1
90,5,10,8.8,1011.0,1,0,1
90,5,5,9.4,1009.0,1,0,1
90,4,10,9.5,1008.6,1,1,1
90,7,5,9.7,1008.1,1,1,1
90,5,5,9.8,1008.1,1,1,1
100,6,5,10.2,1007.8,1,1,1
110,7,10,10.8,1007.3,1,1,1
100,6,10,11.2,1006.8,1,1,1
110,7,10,11.7,1005.9,1,1,1
110,7,10,12.0,1004.9,1,1,1
120,5,10,12.1,1004.4,1,1,1
110,6,20,12.3,1003.6,1,1,1
150,5,30,12.3,1003.2,1,1,1
170,5,10,12.2,1003.0,1,1,1
190,7,5,12.1,1002.8,1,1,1
160,4,10,11.8,1002.2,1,1,1
150,7,5,11.9,1001.6,1,0,1
230,11,0,12.2,1000.5,1,0,1
320,4,30,10.0,1000.6,0,0,1
330,5,100,9.7,1000.6,0,0,1
290,7,150,9.5,1001.1,0,0,1
300,7,100,9.4,1001.5,0,1,1
290,5,30,9.4,1001.9,0,1,1
310,5,250,9.2,1002.4,0,1,1
310,4,250,9.0,1002.7,0,1,1
320,4,100,10.0,1003.2,0,1,1
330,8,100,10.6,1003.6,0,1,1
340,10,250,10.5,1003.6,0,1,1
320,8,60,10.4,1003.7,0,1,1
340,6,100,10.5,1003.5,0,1,1
320,9,100,10.5,1003.7,0,1,1
360,7,150,9.2,1004.2,0,1,1
330,5,60,8.5,1004.8,0,1,1
350,4,250,6.2,1006.0,0,0,1
80,3,250,3.2,1007.7,0,0,1
60,4,250,1.8,1008.0,0,0,1
80,4,100,1.5,1009.0,0,1,1
100,5,250,3.3,1009.6,0,1,1
90,3,250,5.0,1009.7,0,1,1
190,9,250,10.7,1008.7,0,1,1
180,10,100,9.1,1008.3,0,1,1
180,17,100,9.7,1007.4,0,0,1
190,23,100,10.4,1004.8,1,0,1
190,23,60,10.6,1003.9,1,0,1
190,22,60,10.9,1002.9,1,0,1
190,21,60,11.1,1002.4,1,1,1
190,22,60,11.2,1002.0,1,1,1
200,27,60,11.9,1001.8,1,1,1
200,26,60,11.8,1001.6,1,1,1
200,22,60,11.0,1001.2,1,1,1
200,25,30,10.9,1001.1,1,1,1
190,21,30,11.3,1000.4,1,1,1
200,28,20,11.2,1000.1,1,1,1
200,26,10,11.6,999.5,1,1,1
200,26,10,11.9,999.2,1,1,1
200,28,10,12.1,999.3,1,1,1
200,26,10,12.3,999.8,1,1,1
200,21,20,12.6,1000.3,1,1,1
200,19,10,12.6,1000.6,1,1,1
200,16,10,12.6,1000.2,1,0,1
200,16,10,12.7,998.5,1,0,1
200,25,20,12.8,997.1,1,0,1
190,24,10,13.0,996.6,1,1,1
190,32,10,13.1,995.9,1,1,1
200,32,10,13.1,996.7,1,1,1
200,29,20,13.2,997.2,1,1,1
200,29,20,13.3,997.6,1,1,1
200,22,20,13.2,998.0,1,1,1
190,29,10,13.2,997.6,1,1,1
230,15,10,12.6,998.2,1,1,1
240,9,60,11.7,999.5,1,1,1
230,9,20,11.9,999.7,1,1,1
240,8,150,11.7,1000.3,1,1,1
230,8,150,11.7,1000.8,1,1,1
230,7,150,11.7,1000.9,1,1,1
190,9,150,11.7,1000.9,1,1,1
90,3,100,10.7,1001.0,1,0,1
350,10,30,7.2,996.4,1,0,1
350,16,30,7.0,995.0,1,0,1
340,16,60,6.8,995.4,1,1,1
340,19,200,6.8,996.0,1,1,1
310,12,30,6.9,998.6,1,1,1
320,11,250,7.1,1000.4,1,1,1
290,11,100,8.5,1002.4,1,1,1
300,11,100,9.5,1003.6,1,1,1
280,11,30,10.5,1004.2,1,1,1
250,11,30,11.0,1004.8,1,1,1
260,14,100,10.6,1005.5,1,1,1
260,12,60,11.1,1006.2,1,1,1
260,13,60,10.1,1006.7,1,1,1
250,12,100,9.8,1007.5,1,1,1
230,15,60,9.9,1007.7,1,1,1
220,17,100,11.1,1007.9,1,1,1
210,18,60,10.2,1008.1,1,0,1
200,25,30,11.7,1007.3,1,0,1
200,26,30,12.0,1007.0,1,0,1
200,27,30,12.2,1004.7,1,0,1
200,26,30,12.4,1004.9,1,0,1
200,29,30,12.4,1004.2,1,1,1
200,31,30,12.8,1003.9,1,1,1
200,34,60,12.8,1003.6,1,1,1
200,35,30,12.9,1003.2,1,1,1
200,35,60,13.1,1002.8,1,1,1
200,34,60,12.9,1002.0,1,1,1
200,37,60,13.0,1000.9,1,1,1
190,32,60,12.9,999.7,1,1,1
200,36,30,13.0,998.6,1,1,1
200,39,30,13.1,997.5,1,1,1
200,43,30,13.1,996.1,1,1,1
220,27,20,9.7,997.1,1,1,1
270,17,20,9.1,997.5,1,1,1
280,13,30,8.1,998.6,1,1,1
260,14,60,7.3,999.3,1,0,1
240,14,30,8.2,999.7,1,0,1
240,14,100,8.9,1000.2,1,0,1
250,11,150,8.7,1000.7,1,0,1
260,12,150,8.6,1001.4,1,0,1
350,2,250,6.9,1002.2,1,0,1
100,2,250,5.6,1002.5,1,0,1
60,3,250,5.9,1003.0,1,1,1
80,2,250,5.2,1003.5,1,1,1
100,3,250,5.2,1004.4,1,1,1
90,4,250,5.3,1005.2,1,1,1
90,3,250,6.5,1005.8,1,1,1
90,3,150,7.5,1006.2,1,1,1
60,1,100,9.1,1006.4,1,1,1
220,3,250,12.4,1006.4,1,1,1
250,3,60,11.1,1006.5,1,1,1
260,5,250,10.2,1006.8,1,1,1
290,3,250,9.2,1007.1,1,1,1
30,2,250,7.7,1007.3,1,1,1
60,1,250,7.2,1007.9,1,1,1
100,2,250,7.0,1008.3,1,1,1
80,4,250,6.7,1008.4,1,0,1
80,6,250,4.9,1008.8,0,0,1
80,5,250,4.6,1008.3,0,0,1
90,6,100,7.5,1005.9,0,0,1
90,5,30,8.1,1004.9,0,1,1
90,6,30,7.6,1004.2,0,1,1
80,10,100,7.9,1003.3,0,1,1
90,8,30,8.5,1002.4,0,1,1
100,7,30,9.3,1001.6,0,1,1
110,10,20,10.3,1000.5,0,1,1
130,8,20,10.6,999.2,0,1,1
120,15,20,10.5,997.7,0,1,1
120,14,20,10.6,996.2,0,1,1
120,14,20,10.7,994.5,0,1,1
100,11,20,10.6,991.5,0,1,1
90,11,20,10.8,989.2,0,1,1
90,8,20,10.8,985.9,0,0,1
300,23,30,9.4,992.9,0,0,1
260,12,100,8.8,1001.4,0,1,1
230,23,60,10.6,1001.3,0,1,1
230,22,60,10.5,1000.3,0,1,1
210,27,60,11.3,997.3,0,1,1
190,29,30,11.4,993.7,0,1,1
200,19,30,9.5,992.9,0,0,1
200,12,100,8.7,991.8,1,0,1
80,3,100,6.9,989.1,1,1,1
350,7,60,6.8,989.8,1,1,1
330,7,100,6.4,990.8,1,1,1
330,8,100,6.8,991.9,1,1,1
320,7,100,7.3,992.7,1,1,1
330,9,100,7.5,993.4,1,1,1
310,8,30,8.8,993.5,1,1,1
310,9,30,7.7,993.3,1,1,1
330,4,30,7.6,993.1,1,1,1
360,11,250,8.3,994.3,1,1,1
350,9,100,8.0,995.6,1,1,1
340,11,60,7.8,996.2,1,1,1
340,13,30,7.5,997.1,1,1,1
340,10,30,7.3,997.5,1,1,1
340,13,30,7.7,998.1,1,0,1
340,16,60,7.1,998.1,1,0,1
350,14,60,7.0,997.6,1,0,1
360,12,30,6.9,997.6,1,1,1
360,11,60,6.5,997.8,1,1,1
360,14,60,6.5,998.3,1,1,1
360,12,60,6.3,999.0,1,1,1
360,14,60,6.6,999.8,1,1,1
360,8,60,7.1,1000.9,1,1,1
20,13,30,7.9,1001.3,1,1,1
20,12,30,8.0,1001.7,1,1,1
30,12,60,8.4,1002.4,1,1,1
30,12,60,8.4,1002.8,1,1,1
30,13,100,8.3,1003.8,1,1,1
10,10,100,7.9,1004.6,1,1,1
10,10,100,7.7,1005.5,1,1,1
10,13,100,7.6,1006.4,1,1,1
10,14,100,7.8,1006.8,1,0,1
10,10,250,6.3,1007.6,1,0,1
10,10,250,5.9,1008.5,1,0,1
10,10,250,6.0,1008.6,1,0,1
360,7,100,4.8,1009.3,1,0,1
360,6,100,4.6,1009.5,1,1,1
360,6,250,4.2,1009.7,1,1,1
330,4,250,3.9,1010.1,1,1,1
10,8,250,4.4,1010.6,1,1,1
360,8,250,6.0,1010.8,1,1,1
10,13,250,7.3,1010.8,1,1,1
20,13,250,7.5,1010.7,1,1,1
10,6,100,8.1,1010.8,1,1,1
350,11,60,7.7,1010.7,1,1,1
360,13,250,7.3,1010.2,1,1,1
360,10,250,6.4,1010.9,1,1,1
360,8,250,5.5,1011.1,1,1,1
360,11,250,5.2,1011.3,1,1,1
360,8,250,4.5,1011.7,1,1,1
350,6,250,4.2,1011.9,1,0,1
360,7,250,2.2,1010.9,1,0,1
20,7,250,1.7,1010.5,1,0,1
320,5,250,1.0,1010.8,1,1,1
110,1,250,0.5,1010.9,1,1,1
340,2,250,-0.4,1010.6,1,1,1
300,1,250,0.5,1010.7,1,1,1
10,2,250,2.6,1010.2,1,1,1
330,1,250,4.2,1010.0,1,1,1
200,2,250,6.0,1009.3,1,1,1
250,4,250,5.6,1008.9,1,1,1
50,2,250,5.8,1007.9,1,1,1
320,1,250,6.1,1007.7,1,1,1
330,3,250,3.6,1007.3,1,1,1
20,1,250,2.5,1007.0,1,1,1
70,4,250,2.5,1006.6,1,1,1
20,4,250,1.2,1006.7,1,1,1
90,5,100,1.3,1006.4,1,0,1
80,4,100,0.9,1006.3,1,0,1
330,2,250,0.2,1005.5,1,0,1
310,1,200,0.7,1005.5,1,0,1
50,1,150,1.7,1005.6,1,1,1
360,1,150,1.5,1005.9,1,1,1
310,2,150,1.8,1006.3,1,1,1
80,3,100,3.0,1006.6,1,1,1
80,3,100,4.2,1007.1,1,1,1
110,1,150,5.6,1006.9,1,1,1
60,1,150,7.4,1006.6,1,1,1
250,1,100,7.5,1006.4,1,1,1
1,1,100,7.5,1006.4,1,1,1
100,1,100,7.1,1006.6,1,1,1
110,3,60,6.2,1006.9,1,1,1
100,2,60,6.3,1007.1,1,1,1
80,5,150,5.7,1007.6,1,1,1
100,4,100,5.5,1007.9,1,0,1
70,5,200,4.9,1008.2,1,0,1
180,1,250,2.2,1009.7,0,0,1
100,1,250,1.4,1010.1,0,0,1
330,3,250,1.0,1010.2,0,0,1
320,2,250,-0.3,1010.7,0,1,1
310,3,60,0.3,1010.9,0,1,1
290,3,60,-0.1,1010.9,0,1,1
250,2,60,0.5,1011.4,0,1,1
