Wind_Direction,Wind_Speed,Cloud_Base_Height,Temperature,Pressure,NotWeekend,InOperatingHours,NotHoliday
210,15,30,16.6,1004.8,1,1,1
200,15,30,18.0,1004.7,1,1,1
210,13,20,17.9,1005.0,1,1,1
200,17,20,17.6,1004.9,1,1,1
210,16,30,17.3,1004.6,1,1,1
210,17,30,17.3,1004.5,1,1,1
220,16,30,16.6,1004.5,1,1,1
220,19,60,16.1,1004.6,1,1,1
220,17,100,16.2,1004.4,1,1,1
220,17,30,16.0,1004.4,1,1,1
250,17,150,15.5,1005.1,1,0,1
260,9,250,14.4,1005.4,1,0,1
290,10,150,13.0,1006.5,1,0,1
280,10,250,12.5,1007.0,1,0,1
270,9,250,11.7,1007.6,1,1,1
290,6,250,12.1,1008.3,1,1,1
300,10,250,13.5,1009.1,1,1,1
310,9,250,13.9,1010.1,1,1,1
300,12,100,15.1,1010.8,1,1,1
310,12,150,14.8,1011.3,1,1,1
280,15,150,15.4,1011.6,1,1,1
300,14,150,14.8,1012.1,1,1,1
300,13,100,14.3,1012.3,1,1,1
290,12,100,14.4,1012.2,1,1,1
290,13,100,14.1,1012.4,1,1,1
300,11,150,13.7,1012.5,1,1,1
280,10,250,13.1,1012.8,1,1,1
260,10,200,12.6,1013.2,1,0,1
280,10,150,12.2,1013.2,1,0,1
290,3,60,10.7,1011.8,1,0,1
270,6,100,10.6,1011.3,1,0,1
260,8,150,11.5,1011.1,1,1,1
260,9,150,12.7,1011.0,1,1,1
260,10,60,13.6,1011.0,1,1,1
260,9,30,14.2,1011.3,1,1,1
240,9,30,14.8,1010.9,1,1,1
240,9,30,14.6,1010.6,1,1,1
250,13,30,15.1,1010.6,1,1,1
240,11,30,15.3,1010.4,1,1,1
250,12,20,15.4,1009.8,1,1,1
240,10,60,15.8,1009.6,1,1,1
250,12,100,17.2,1009.7,1,1,1
250,10,100,15.8,1009.6,1,1,1
290,7,100,15.9,1009.8,1,1,1
310,7,250,14.9,1010.4,1,1,1
360,7,250,11.5,1013.9,1,0,1
350,4,250,8.4,1015.6,1,0,1
350,3,250,7.6,1016.1,1,0,1
60,3,250,7.8,1016.4,1,1,1
70,3,250,8.2,1017.0,1,1,1
220,1,250,10.4,1017.0,1,1,1
260,1,250,12.7,1017.2,1,1,1
200,4,250,15.0,1017.4,1,1,1
220,8,250,15.9,1017.4,1,1,1
220,10,250,16.6,1016.9,1,1,1
240,9,250,17.6,1016.7,1,1,1
240,13,250,17.5,1016.2,1,1,1
260,10,250,18.0,1015.6,1,1,1
290,10,60,16.1,1015.5,1,1,1
280,12,60,15.1,1015.3,1,1,1
290,11,30,15.0,1015.3,1,1,1
270,12,60,14.9,1015.0,1,1,1
250,12,60,14.8,1014.7,1,0,1
250,12,60,14.9,1014.2,1,0,1
260,13,60,14.9,1014.1,1,0,1
270,12,30,14.9,1014.0,1,0,1
260,14,60,14.9,1013.0,1,0,1
270,15,60,14.9,1012.2,1,0,1
270,15,30,14.9,1011.5,1,0,1
260,16,60,14.8,1010.9,1,0,1
270,14,30,14.1,1010.6,1,0,1
260,12,30,14.1,1010.4,1,1,1
260,12,30,14.8,1010.4,1,1,1
270,16,30,15.3,1010.3,1,1,1
270,14,30,16.3,1010.3,1,1,1
290,15,20,15.7,1010.7,1,1,1
300,14,60,16.7,1011.0,1,1,1
290,15,60,17.4,1011.1,1,1,1
320,14,100,17.1,1011.4,1,1,1
320,14,100,16.4,1011.5,1,1,1
320,14,100,16.7,1011.4,1,1,1
300,11,100,16.5,1011.3,1,1,1
310,12,100,16.6,1011.8,1,1,1
300,10,100,15.5,1012.2,1,1,1
290,8,100,14.3,1012.4,1,1,1
110,1,250,10.7,1014.0,0,0,1
70,1,250,9.8,1013.8,0,0,1
70,2,250,9.3,1013.7,0,0,1
60,3,250,9.2,1013.7,0,0,1
60,3,250,9.1,1013.8,0,1,1
340,1,250,9.5,1013.8,0,1,1
300,2,250,10.8,1013.9,0,1,1
40,1,250,12.7,1014.0,0,1,1
280,2,250,14.8,1013.7,0,1,1
210,4,250,17.3,1013.5,0,1,1
200,9,250,17.6,1013.2,0,1,1
210,9,250,18.3,1012.9,0,1,1
210,10,250,18.4,1012.6,0,1,1
220,10,250,18.2,1012.1,0,1,1
260,9,60,14.9,1011.3,0,1,1
290,8,100,14.7,1011.4,0,0,1
260,5,60,13.8,1010.3,0,0,1
240,7,60,13.3,1010.1,0,0,1
240,7,100,14.6,1009.1,0,1,1
250,8,60,15.4,1009.0,0,1,1
240,8,60,15.9,1008.9,0,1,1
230,13,60,16.0,1007.9,0,1,1
250,11,30,15.3,1007.9,0,0,1
280,8,100,14.2,1007.9,1,0,1
270,7,100,12.9,1008.2,1,0,1
280,7,100,12.7,1008.4,1,0,1
280,5,100,11.6,1008.5,1,1,1
270,5,100,12.4,1008.7,1,1,1
250,5,250,14.1,1008.9,1,1,1
270,9,100,15.5,1009.0,1,1,1
220,9,100,17.4,1008.9,1,1,1
240,10,150,16.7,1009.0,1,1,1
230,15,150,16.9,1009.1,1,1,1
230,15,150,16.9,1008.7,1,1,1
230,14,100,17.0,1008.3,1,1,1
230,15,100,15.8,1008.0,1,1,1
250,14,60,14.2,1008.0,1,1,1
280,12,20,13.6,1008.0,1,1,1
250,11,100,13.3,1007.6,1,1,1
260,12,150,13.0,1007.8,1,0,1
270,12,150,12.5,1007.4,1,0,1
270,10,150,11.6,1007.3,1,0,1
270,10,150,11.5,1007.4,1,0,1
290,5,250,10.8,1008.0,1,1,1
280,8,100,11.6,1008.5,1,1,1
270,9,250,12.5,1009.2,1,1,1
300,11,250,14.0,1009.9,1,1,1
320,12,100,14.6,1010.4,1,1,1
320,13,150,14.8,1010.7,1,1,1
320,13,150,15.8,1011.4,1,1,1
330,13,100,14.7,1011.7,1,1,1
330,12,100,15.8,1012.3,1,1,1
320,11,150,15.1,1012.6,1,1,1
340,13,100,15.0,1013.1,1,1,1
330,13,100,13.9,1013.8,1,1,1
340,11,100,12.9,1014.4,1,1,1
290,5,250,10.5,1015.8,1,0,1
310,4,100,10.4,1016.2,1,0,1
90,3,250,6.5,1017.6,1,0,1
110,2,250,6.0,1017.6,1,0,1
90,5,250,6.0,1017.9,1,0,1
80,3,150,5.8,1018.2,1,1,1
20,2,250,6.2,1018.6,1,1,1
340,2,250,8.6,1019.0,1,1,1
270,3,150,11.7,1019.5,1,1,1
230,3,150,14.4,1019.7,1,1,1
300,6,100,14.1,1019.6,1,1,1
300,7,150,15.8,1019.5,1,1,1
310,9,100,14.7,1019.2,1,1,1
290,8,100,16.1,1018.8,1,1,1
290,10,150,15.9,1018.8,1,1,1
290,8,150,16.0,1018.5,1,1,1
300,7,100,14.6,1018.5,1,1,1
300,9,250,13.1,1018.8,1,1,1
280,5,150,12.1,1018.8,1,1,1
260,4,150,11.7,1019.1,1,0,1
70,3,60,9.0,1016.7,1,0,1
100,4,150,8.4,1016.0,1,0,1
90,4,150,8.3,1015.9,1,0,1
80,4,150,8.4,1015.8,1,1,1
90,5,150,8.9,1015.9,1,1,1
90,3,150,10.4,1015.8,1,1,1
30,1,100,13.0,1015.9,1,1,1
220,3,60,14.0,1015.8,1,1,1
220,11,60,14.1,1015.7,1,1,1
210,9,60,14.5,1015.6,1,1,1
200,10,60,15.1,1015.1,1,1,1
200,8,150,15.9,1014.8,1,1,1
210,7,250,15.3,1014.1,1,1,1
200,6,250,14.2,1013.9,1,1,1
180,5,250,13.7,1013.5,1,1,1
170,4,250,12.4,1013.4,1,1,1
170,3,250,11.6,1013.3,1,1,1
80,3,250,9.9,1012.9,1,0,1
100,5,250,9.2,1012.4,1,0,1
50,4,250,8.3,1010.6,1,0,1
80,5,250,8.7,1010.2,1,0,1
90,4,250,8.4,1010.0,1,1,1
80,2,250,8.7,1009.8,1,1,1
10,2,250,9.9,1010.0,1,1,1
230,2,250,12.0,1010.4,1,1,1
190,1,250,13.8,1010.2,1,1,1
190,1,200,15.0,1010.2,1,1,1
190,1,200,15.0,1009.6,1,1,1
190,1,200,15.0,1009.6,1,1,1
190,1,200,15.0,1009.6,1,1,1
310,6,60,16.5,1009.6,1,1,1
330,8,150,15.9,1009.6,1,1,1
340,8,150,15.2,1009.6,1,1,1
330,6,150,14.4,1009.4,1,1,1
340,6,250,10.8,1011.0,1,0,1
350,6,250,10.3,1011.1,1,0,1
80,7,250,8.5,1011.8,0,0,1
50,9,250,8.7,1012.4,0,0,1
50,6,250,8.1,1012.9,0,1,1
70,6,250,8.6,1013.1,0,1,1
70,10,250,10.3,1013.2,0,1,1
80,11,250,11.7,1013.6,0,1,1
80,10,250,12.9,1013.3,0,1,1
90,13,250,13.3,1013.3,0,1,1
90,12,250,13.8,1013.1,0,1,1
110,10,250,14.6,1012.9,0,1,1
90,9,60,13.9,1012.8,0,1,1
90,9,60,13.3,1012.7,0,1,1
100,9,250,12.9,1012.3,0,1,1
90,6,250,11.4,1009.8,0,0,1
90,7,100,12.6,1008.7,0,0,1
80,7,150,11.7,1004.9,0,0,1
90,7,150,11.5,1004.1,0,0,1
90,14,30,11.5,1000.7,0,1,1
90,17,150,11.2,997.8,0,1,1
90,19,30,11.6,996.5,0,1,1
90,20,30,12.2,995.2,0,1,1
90,19,30,12.5,994.4,0,1,1
90,15,20,12.4,993.8,0,1,1
90,11,10,13.4,990.9,0,1,1
170,12,10,15.4,985.1,0,0,1
180,12,0,15.4,984.0,1,0,1
330,17,10,11.3,982.2,1,0,1
330,16,30,11.1,983.2,1,0,1
310,16,30,11.0,984.7,1,1,1
290,15,60,11.7,985.9,1,1,1
280,18,60,12.1,987.0,1,1,1
280,19,60,12.6,987.7,1,1,1
280,17,100,13.4,988.1,1,1,1
280,18,60,13.4,988.3,1,1,1
260,14,60,13.3,988.3,1,1,1
250,17,150,15.0,988.1,1,1,1
280,17,60,13.5,988.2,1,1,1
260,15,60,13.5,988.1,1,1,1
250,17,60,13.5,987.7,1,1,1
270,13,150,13.2,987.3,1,1,1
260,18,150,12.6,987.0,1,1,1
260,15,60,11.7,985.7,1,0,1
260,17,60,11.8,985.2,1,0,1
260,16,250,11.6,985.1,1,0,1
260,17,250,11.3,983.7,1,0,1
260,18,250,11.6,983.2,1,0,1
260,15,250,11.4,983.2,1,1,1
260,15,60,11.5,983.1,1,1,1
250,16,60,12.8,983.0,1,1,1
250,15,60,13.2,983.2,1,1,1
240,13,60,14.3,983.2,1,1,1
240,13,150,14.9,983.0,1,1,1
240,16,250,15.1,982.9,1,1,1
250,12,100,15.6,982.8,1,1,1
240,17,60,13.9,982.6,1,1,1
240,16,60,14.6,982.4,1,1,1
230,18,150,13.9,982.1,1,1,1
250,13,60,13.7,982.1,1,1,1
240,13,250,12.3,982.0,1,1,1
250,13,60,11.8,982.1,1,1,1
260,10,100,10.8,982.1,1,0,1
250,10,150,10.4,981.8,1,0,1
270,8,60,11.0,981.3,1,0,1
260,7,150,10.5,981.6,1,1,1
260,8,150,11.0,982.3,1,1,1
280,10,150,11.9,982.8,1,1,1
260,10,100,12.8,983.4,1,1,1
240,13,60,13.0,983.7,1,1,1
240,15,30,12.4,984.1,1,1,1
260,13,30,12.1,984.4,1,1,1
280,11,100,13.1,984.5,1,1,1
280,14,30,13.5,984.8,1,1,1
260,14,30,13.4,984.9,1,1,1
330,13,60,13.6,985.5,1,1,1
350,12,100,13.6,987.0,1,1,1
360,14,150,12.1,988.6,1,1,1
350,9,250,11.4,990.3,1,1,1
350,11,150,11.7,994.3,1,0,1
340,13,250,11.5,996.2,1,0,1
320,9,250,10.6,999.9,1,0,1
330,5,200,10.6,1000.5,1,0,1
320,6,250,10.7,1001.5,1,1,1
310,5,200,11.4,1002.5,1,1,1
310,6,30,12.3,1003.3,1,1,1
330,7,150,13.5,1004.0,1,1,1
310,8,30,13.8,1004.5,1,1,1
300,11,60,15.0,1004.9,1,1,1
300,12,150,14.3,1005.7,1,1,1
310,12,150,14.2,1006.4,1,1,1
300,13,100,14.3,1006.6,1,1,1
300,9,100,14.0,1006.9,1,1,1
290,10,100,13.4,1007.1,1,1,1
280,10,100,13.0,1007.3,1,1,1
290,9,100,12.3,1007.8,1,1,1
270,8,100,10.9,1008.4,1,1,1
250,11,100,13.1,1008.7,1,0,1
240,11,150,12.6,1007.5,1,0,1
260,12,150,13.1,1007.3,1,0,1
230,15,150,13.5,1007.0,1,1,1
240,15,30,13.6,1007.2,1,1,1
240,16,100,14.1,1007.3,1,1,1
310,6,10,12.7,1007.7,1,1,1
260,4,100,13.4,1008.1,1,1,1
240,8,100,14.8,1008.1,1,1,1
240,10,30,14.7,1008.2,1,1,1
260,14,150,16.2,1008.1,1,1,1
300,10,100,14.6,1008.5,1,1,1
260,13,100,13.7,1008.9,1,1,1
250,10,60,14.3,1008.6,1,1,1
290,9,150,13.9,1008.9,1,1,1
270,9,150,13.2,1009.2,1,1,1
270,9,150,12.1,1009.9,1,1,1
270,7,200,11.2,1011.2,0,0,1
280,5,150,10.3,1012.0,0,0,1
290,6,150,10.3,1012.6,0,0,1
300,5,150,10.1,1013.1,0,1,1
290,6,250,9.9,1014.0,0,1,1
310,7,250,10.8,1014.6,0,1,1
300,8,150,12.6,1015.4,0,1,1
330,10,100,13.7,1015.8,0,1,1
340,11,250,14.4,1015.8,0,1,1
310,9,100,15.8,1016.1,0,1,1
320,11,100,14.8,1016.0,0,1,1
330,13,100,14.7,1016.0,0,1,1
310,11,250,14.8,1016.1,0,1,1
270,6,100,11.6,1017.1,0,1,1
280,4,250,10.1,1017.4,0,0,1
300,3,30,10.2,1016.7,0,0,1
250,16,60,13.8,1014.8,0,1,1
240,16,60,14.1,1014.9,0,1,1
230,19,60,14.5,1014.8,0,1,1
220,19,60,14.9,1014.5,0,1,1
230,18,60,15.1,1014.3,0,1,1
220,18,60,14.8,1013.4,0,1,1
220,20,60,15.4,1013.0,0,1,1
220,20,30,14.5,1010.6,0,1,1
220,22,0,14.3,1007.4,1,0,1
230,17,0,14.5,1007.0,1,0,1
260,5,20,13.2,1007.0,1,0,1
250,6,100,12.1,1006.5,1,1,1
250,7,150,12.6,1006.6,1,1,1
260,6,30,12.8,1006.9,1,1,1
240,9,30,13.9,1007.0,1,1,1
230,11,30,14.6,1007.0,1,1,1
230,14,30,14.2,1007.0,1,1,1
230,14,30,14.9,1006.7,1,1,1
220,16,30,15.8,1006.6,1,1,1
220,18,30,16.3,1006.4,1,1,1
250,11,150,15.9,1006.4,1,1,1
240,12,150,15.8,1006.3,1,1,1
250,15,100,14.2,1006.5,1,1,1
250,14,150,13.9,1006.7,1,1,1
260,12,60,12.9,1007.1,1,1,1
250,16,150,13.3,1007.5,1,0,1
250,10,30,12.9,1006.8,1,0,1
250,15,150,13.3,1006.7,1,0,1
230,14,250,13.5,1005.9,1,0,1
230,17,30,13.8,1005.5,1,0,1
240,19,60,13.9,1005.1,1,1,1
250,13,100,12.7,1005.0,1,1,1
240,13,30,13.4,1005.4,1,1,1
230,18,30,14.9,1005.2,1,1,1
220,19,150,14.5,1005.0,1,1,1
220,19,30,15.9,1005.0,1,1,1
230,20,30,15.7,1005.0,1,1,1
220,22,30,15.0,1005.0,1,1,1
220,23,100,14.4,1005.0,1,1,1
220,23,30,13.9,1005.0,1,1,1
220,24,30,13.3,1005.0,1,1,1
220,25,30,13.7,1005.0,1,1,1
230,25,30,13.9,1005.0,1,1,1
230,24,60,14.2,1004.9,1,1,1
230,24,200,12.7,1004.9,1,0,1
250,16,30,12.8,1004.9,1,0,1
250,14,250,12.5,1004.9,1,0,1
250,16,200,12.5,1004.9,1,0,1
260,15,200,12.3,1004.9,1,0,1
260,16,250,12.0,1004.9,1,1,1
260,17,150,11.7,1004.9,1,1,1
260,13,250,12.0,1004.9,1,1,1
270,13,150,12.6,1004.9,1,1,1
260,16,250,13.0,1004.9,1,1,1
240,12,250,13.7,1004.8,1,1,1
250,15,60,13.9,1004.8,1,1,1
230,19,60,12.7,1004.8,1,1,1
230,17,60,12.6,1004.8,1,1,1
260,17,30,13.1,1004.8,1,1,1
260,13,60,13.6,1004.8,1,1,1
270,8,30,11.8,1004.8,1,1,1
250,10,150,11.6,1004.8,1,1,1
240,10,30,12.1,1004.8,1,1,1
240,9,150,11.8,1004.8,1,0,1
250,11,100,11.6,1004.8,1,0,1
310,6,250,8.8,1004.8,1,0,1
290,5,250,8.2,1004.8,1,0,1
250,13,250,10.2,1004.8,1,1,1
280,7,250,9.7,1004.8,1,1,1
270,9,250,11.1,1004.8,1,1,1
260,12,250,12.8,1004.8,1,1,1
260,12,100,13.4,1004.8,1,1,1
250,13,60,14.6,1005.3,1,1,1
240,11,250,15.2,1005.8,1,1,1
230,14,100,15.7,1005.6,1,1,1
230,15,250,14.8,1005.2,1,1,1
220,17,150,14.5,1005.2,1,1,1
210,15,250,13.8,1004.4,1,1,1
220,16,100,13.4,1004.3,1,1,1
200,15,100,13.3,1003.9,1,1,1
200,16,60,13.1,1003.6,1,1,1
180,16,20,12.0,1001.2,1,0,1
220,34,10,15.2,996.3,1,0,1
250,22,10,15.1,997.3,1,0,1
330,12,20,11.4,998.5,1,0,1
320,7,100,10.8,1000.1,1,0,1
290,3,100,11.0,1000.7,1,1,1
270,5,100,11.4,1001.7,1,1,1
250,9,100,12.2,1002.8,1,1,1
250,8,100,13.4,1003.2,1,1,1
240,9,100,13.6,1003.5,1,1,1
260,9,100,13.3,1004.4,1,1,1
230,9,30,12.4,1004.7,1,1,1
210,7,20,12.2,1004.1,1,1,1
230,7,10,11.8,1004.6,1,1,1
330,3,10,11.3,1004.3,1,1,1
20,3,10,11.3,1003.9,1,1,1
70,3,60,11.0,1003.4,1,1,1
100,5,10,11.2,1003.0,1,1,1
150,8,30,12.9,1001.9,1,0,1
210,24,10,14.7,1001.0,1,0,1
20,7,10,9.5,1001.7,0,0,1
70,8,60,8.9,1002.0,0,0,1
20,8,250,8.2,1004.0,0,1,1
30,4,250,8.4,1005.0,0,1,1
90,2,250,8.9,1006.1,0,1,1
60,9,250,10.3,1006.5,0,1,1
60,10,250,12.6,1006.9,0,1,1
60,13,250,12.2,1006.9,0,1,1
70,9,250,14.5,1007.3,0,1,1
80,9,250,14.6,1007.3,0,1,1
90,7,250,14.3,1007.7,0,1,1
40,6,250,10.5,1009.9,0,1,1
70,5,250,8.8,1010.9,0,0,1
10,1,250,5.9,1013.2,0,0,1
70,3,250,6.1,1013.8,0,1,1
90,1,250,9.6,1015.4,0,1,1
80,7,250,11.6,1015.6,0,1,1
100,11,100,13.3,1013.5,0,1,1
100,9,100,13.2,1013.7,0,1,1
90,12,30,12.9,1010.7,0,0,1
90,10,20,12.5,1010.2,0,0,1
90,11,10,13.0,1009.4,1,0,1
110,7,10,14.3,1005.8,1,0,1
100,5,5,14.5,1005.6,1,0,1
130,3,5,14.7,1005.1,1,1,1
150,3,5,14.9,1005.3,1,1,1
90,1,250,15.2,1005.6,1,1,1
210,2,0,15.3,1005.8,1,1,1
220,3,0,15.7,1005.7,1,1,1
220,4,0,15.5,1005.9,1,1,1
200,6,0,15.3,1006.0,1,1,1
220,4,0,15.7,1005.7,1,1,1
210,6,0,16.0,1005.6,1,1,1
240,4,0,15.1,1005.4,1,1,1
220,5,0,15.8,1005.3,1,1,1
240,3,0,15.8,1005.5,1,1,1
260,2,0,15.3,1005.6,1,1,1
280,2,250,15.5,1006.2,1,1,1
240,3,10,15.6,1006.6,1,0,1
260,2,10,15.3,1007.2,1,0,1
100,7,0,13.8,1007.2,1,0,1
90,9,10,12.8,1007.1,1,0,1
80,9,20,12.5,1006.9,1,1,1
80,9,10,12.5,1007.4,1,1,1
90,10,10,12.7,1007.6,1,1,1
80,9,10,13.0,1008.0,1,1,1
80,10,20,13.2,1008.0,1,1,1
90,12,20,13.3,1008.0,1,1,1
90,10,20,13.8,1007.7,1,1,1
90,11,20,13.5,1007.5,1,1,1
80,11,20,13.3,1007.3,1,1,1
90,10,60,13.6,1007.5,1,1,1
80,9,60,13.4,1007.5,1,1,1
80,8,30,13.7,1007.3,1,1,1
80,7,60,13.4,1007.6,1,1,1
70,10,60,13.0,1008.1,1,0,1
80,7,60,12.9,1007.3,1,0,1
80,6,60,12.9,1007.2,1,0,1
80,7,60,12.9,1007.2,1,1,1
80,8,30,12.9,1007.4,1,1,1
90,8,30,13.1,1007.5,1,1,1
80,7,20,13.5,1007.7,1,1,1
90,5,10,13.7,1007.7,1,1,1
110,8,10,14.0,1007.7,1,1,1
100,6,10,14.4,1007.0,1,1,1
120,8,20,15.4,1006.3,1,1,1
120,6,10,14.5,1005.9,1,1,1
110,8,10,14.4,1005.4,1,1,1
120,9,10,14.4,1005.0,1,1,1
120,9,10,14.4,1004.6,1,1,1
120,8,10,14.3,1004.1,1,1,1
120,7,10,14.3,1003.9,1,1,1
130,8,10,14.5,1002.9,1,0,1
120,11,10,14.7,1001.2,1,0,1
120,10,10,14.6,1000.2,1,0,1
140,10,10,15.1,997.5,1,0,1
150,11,10,15.3,996.7,1,0,1
150,12,10,15.4,995.9,1,0,1
160,10,5,15.3,995.2,1,1,1
160,8,5,15.2,994.9,1,1,1
160,8,0,15.3,994.6,1,1,1
170,11,5,15.7,994.4,1,1,1
160,7,10,15.9,994.2,1,1,1
160,7,0,15.6,993.6,1,1,1
190,5,0,16.3,993.2,1,1,1
260,5,0,16.2,993.1,1,1,1
270,10,10,16.6,992.9,1,1,1
300,15,30,15.0,993.4,1,1,1
290,15,30,14.1,994.3,1,1,1
290,14,30,13.1,995.1,1,1,1
300,15,30,12.7,996.0,1,1,1
300,12,30,12.3,996.9,1,1,1
300,13,30,12.1,997.7,1,0,1
300,12,100,10.7,1000.6,1,0,1
270,9,100,9.0,1001.5,1,0,1
280,11,100,9.4,1002.4,1,0,1
260,10,150,8.2,1002.5,1,0,1
280,10,60,9.4,1003.1,1,1,1
260,10,150,9.3,1003.4,1,1,1
330,5,150,8.8,1003.9,1,1,1
280,7,30,10.5,1004.3,1,1,1
300,7,60,11.4,1004.7,1,1,1
250,13,60,12.9,1004.7,1,1,1
250,19,150,13.3,1004.7,1,1,1
270,17,100,12.3,1004.8,1,1,1
260,15,100,13.5,1004.6,1,1,1
250,17,100,12.7,1004.3,1,1,1
250,18,100,10.3,1004.2,1,1,1
230,19,100,10.1,1004.0,1,1,1
210,12,150,9.3,1003.4,1,1,1
230,12,100,10.0,1003.3,1,1,1
260,12,60,10.3,1003.0,1,0,1
330,5,150,9.2,1002.4,1,0,1
260,14,150,10.5,1001.2,0,0,1
270,9,150,9.4,1000.9,0,0,1
280,8,200,9.3,1000.1,0,0,1
310,13,150,8.3,1000.3,0,0,1
280,6,30,7.7,1000.4,0,1,1
300,6,150,7.5,1000.6,0,1,1
290,5,100,7.9,1000.8,0,1,1
290,8,100,9.2,1001.0,0,1,1
320,4,60,10.2,1001.4,0,1,1
300,14,100,10.5,1001.4,0,1,1
310,11,100,11.3,1001.6,0,1,1
290,14,100,11.7,1001.2,0,1,1
310,9,100,11.1,1001.2,0,1,1
300,12,100,10.3,1001.0,0,1,1
280,13,150,10.1,1000.8,0,1,1
290,7,250,8.5,1001.1,0,1,1
70,4,250,5.0,998.4,0,0,1
70,6,250,4.4,996.7,0,0,1
90,4,250,3.8,996.4,0,1,1
40,2,250,3.5,996.7,0,1,1
70,1,250,4.5,996.8,0,1,1
10,1,250,7.1,997.2,0,1,1
350,9,250,12.3,997.5,0,1,1
340,10,100,12.8,997.4,0,1,1
320,4,100,8.8,999.4,0,1,1
310,5,100,8.8,999.8,0,0,1
280,4,100,8.8,999.8,0,0,1
280,7,100,9.3,999.2,1,0,1
270,10,150,9.8,999.1,1,0,1
290,4,100,9.4,999.0,1,0,1
260,11,100,10.3,998.7,1,1,1
250,9,100,10.0,998.9,1,1,1
250,12,60,10.7,998.7,1,1,1
260,13,250,12.0,998.7,1,1,1
240,13,150,12.9,998.6,1,1,1
250,13,100,13.0,998.4,1,1,1
230,14,60,13.6,998.0,1,1,1
230,22,60,15.0,997.3,1,1,1
230,23,60,13.6,996.9,1,1,1
230,23,150,13.0,996.7,1,1,1
220,20,30,13.0,995.5,1,1,1
210,21,30,12.5,994.8,1,1,1
190,21,20,12.1,993.9,1,1,1
190,22,30,11.4,992.9,1,1,1
270,19,100,11.0,992.0,1,0,1
260,14,250,10.3,993.5,1,0,1
260,19,250,11.0,994.9,1,0,1
260,16,100,10.6,995.7,1,1,1
270,15,250,10.3,996.3,1,1,1
260,15,100,11.1,997.3,1,1,1
260,15,250,12.1,997.8,1,1,1
260,16,250,12.9,998.5,1,1,1
250,15,250,14.2,999.0,1,1,1
260,10,250,13.2,999.0,1,1,1
230,13,250,15.0,998.5,1,1,1
220,14,250,14.8,998.2,1,1,1
200,12,60,14.6,997.9,1,1,1
200,15,150,13.5,997.5,1,1,1
190,14,60,12.4,997.0,1,1,1
170,10,250,11.8,996.3,1,1,1
160,9,250,11.6,995.5,1,1,1
130,9,100,12.3,993.9,1,0,1
130,14,30,12.8,988.3,1,0,1
220,26,30,13.1,985.5,1,0,1
220,20,30,13.0,986.1,1,0,1
210,23,60,13.4,986.4,1,0,1
210,24,100,13.2,986.8,1,1,1
210,24,100,13.3,987.2,1,1,1
210,23,250,13.3,988.1,1,1,1
200,26,250,14.1,988.3,1,1,1
200,26,100,14.0,988.6,1,1,1
210,27,100,14.9,989.2,1,1,1
200,25,100,14.7,989.5,1,1,1
200,27,60,15.3,989.1,1,1,1
200,26,60,15.0,989.0,1,1,1
200,25,100,14.7,988.9,1,1,1
190,20,200,13.9,988.4,1,1,1
180,25,150,13.7,988.2,1,1,1
200,22,100,11.8,988.2,1,1,1
220,23,60,11.9,988.4,1,1,1
200,24,150,12.5,988.2,1,0,1
200,21,150,13.1,988.8,1,0,1
200,23,60,13.2,989.2,1,0,1
200,23,100,13.2,989.9,1,0,1
200,23,60,13.3,990.5,1,1,1
190,22,60,13.1,990.9,1,1,1
190,19,150,13.3,991.7,1,1,1
180,23,100,13.7,991.9,1,1,1
180,21,100,14.6,992.1,1,1,1
190,18,30,13.6,992.7,1,1,1
190,19,60,13.2,992.6,1,1,1
200,13,30,12.8,993.1,1,1,1
240,10,30,14.8,993.6,1,1,1
230,14,60,13.9,994.3,1,1,1
230,16,60,13.3,995.2,1,1,1
220,15,60,12.5,996.0,1,1,1
230,15,60,12.1,996.6,1,1,1
230,14,60,12.3,997.3,1,1,1
210,15,60,12.6,997.9,1,0,1
220,15,60,12.3,998.8,1,0,1
250,8,60,11.8,999.1,1,0,1
30,3,60,9.3,999.9,1,0,1
80,4,60,8.8,999.7,1,0,1
80,5,250,8.9,999.6,1,0,1
90,5,250,9.0,1000.2,1,1,1
80,5,250,8.3,1000.6,1,1,1
90,5,250,8.9,1000.9,1,1,1
80,4,250,10.6,1001.6,1,1,1
20,2,250,13.1,1001.7,1,1,1
280,2,60,13.6,1001.8,1,1,1
250,3,30,14.5,1001.4,1,1,1
230,4,250,14.5,1001.4,1,1,1
240,4,250,14.3,1001.4,1,1,1
240,4,200,13.5,1001.6,1,1,1
240,4,200,13.2,1002.1,1,1,1
240,4,200,12.6,1002.5,1,1,1
250,4,200,11.6,1003.2,1,1,1
320,2,30,10.5,1004.0,1,0,1
330,2,30,10.0,1004.6,1,0,1
20,2,30,8.8,1005.2,1,0,1
230,11,60,11.4,1006.4,0,0,1
220,9,30,11.7,1007.0,0,0,1
230,10,30,12.0,1007.5,0,0,1
310,3,30,9.7,1007.9,0,1,1
50,2,30,8.5,1008.6,0,1,1
130,1,30,8.6,1009.5,0,1,1
80,3,30,10.5,1009.5,0,1,1
70,1,30,13.0,1010.0,0,1,1
350,9,250,16.0,1010.3,0,1,1
350,9,60,15.6,1010.5,0,1,1
30,6,30,14.5,1010.1,0,1,1
20,3,250,10.1,1011.3,0,1,1
60,5,60,9.1,1010.9,0,0,1
