Reading
85.448
91.08200000000001
87.698
86.70299999999999
88.18
89.965
113.47399999999999
134.798
150.765
147.686
143.20600000000002
141.184
144.048
149.99200000000002
135.156
142.765
122.286
103.12100000000001
98.434
91.926
86.51299999999999
87.09100000000001
87.06299999999999
84.036
88.06700000000001
85.279
83.14299999999999
88.12700000000001
87.45700000000001
88.89
100.137
128.028
141.52200000000002
142.998
144.125
144.981
150.114
151.957
145.828
130.262
111.65299999999999
102.219
98.0
96.617
90.914
88.29700000000001
89.575
87.561
87.641
86.595
86.82600000000001
89.55
88.04700000000001
90.36200000000001
98.12899999999999
124.162
138.525
144.249
148.202
150.145
155.496
154.601
150.046
134.828
114.454
104.009
98.80799999999999
95.363
88.1
86.766
85.391
86.27600000000001
81.24
85.574
85.919
85.88799999999999
85.0
85.21
98.492
124.939
135.613
145.68
148.89
148.766
151.523
146.887
144.309
127.006
106.62299999999999
101.352
94.609
89.80799999999999
84.766
82.779
80.292
81.568
81.13600000000001
80.058
81.345
81.825
81.98
82.306
80.608
84.681
85.47
85.948
87.171
88.677
90.899
89.78200000000001
90.301
90.931
87.13
87.05799999999999
90.118
84.443
83.934
82.948
82.999
84.462
81.33
81.438
80.665
78.943
82.52799999999999
82.382
82.524
82.74600000000001
85.05
90.529
91.48899999999999
90.898
90.647
92.662
91.02600000000001
88.99
91.505
89.035
85.764
83.156
80.317
81.14399999999999
83.667
83.416
85.62799999999999
80.282
79.71
80.697
81.291
80.82600000000001
99.81700000000001
130.06799999999998
149.05
158.845
156.42600000000002
156.739
151.966
151.125
152.415
136.06799999999998
114.311
100.96
91.803
87.28399999999999
85.46
85.509
84.758
86.417
80.854
83.62299999999999
83.902
82.58
82.605
81.919
103.66799999999999
134.299
144.049
143.689
147.306
147.553
153.966
158.726
152.33
127.915
107.848
99.19200000000001
92.32600000000001
83.837
82.851
82.245
79.05
79.967
89.421
79.11
78.50399999999999
79.637
79.585
80.37100000000001
100.838
132.96200000000002
146.171
153.126
153.861
157.333
162.965
160.6
156.45600000000002
138.005
113.024
105.40299999999999
