Wind_Direction,Wind_Speed,Cloud_Base_Height,Temperature,Pressure,Humidity,NotWeekend,InOperatingHours,NotHoliday
270,6,60,10.6,1021.1,85.8,1,0,1
260,11,30,11.6,1020.0,83.9,1,0,1
270,8,30,12.1,1019.9,86.6,1,0,1
270,8,30,12.4,1019.4,94.0,1,0,1
270,6,10,12.6,1019.0,96.4,1,0,1
240,7,5,13.3,1018.8,97.6,1,1,1
250,9,5,13.9,1018.7,98.8,1,1,1
280,10,10,14.6,1018.8,98.9,1,1,1
260,7,10,15.3,1019.1,97.8,1,1,1
300,7,20,16.2,1019.3,94.6,1,1,1
310,14,20,16.9,1019.5,88.6,1,1,1
310,12,30,17.3,1019.2,84.7,1,1,1
300,13,30,18.3,1019.1,80.3,1,1,1
320,13,30,17.6,1019.3,78.9,1,1,1
290,9,30,16.8,1019.8,81.4,1,1,1
300,9,30,16.0,1020.0,84.1,1,1,1
300,11,30,15.7,1020.0,79.7,1,1,1
310,11,30,14.9,1020.1,82.4,1,1,1
300,9,250,14.0,1020.5,87.4,1,1,1
300,5,60,13.1,1021.2,90.5,1,0,1
290,7,250,13.1,1021.3,95.2,1,0,1
300,10,250,13.4,1021.3,95.3,1,0,1
300,8,30,13.6,1021.7,94.2,1,0,1
310,8,250,13.5,1021.5,94.1,1,0,1
310,11,250,13.6,1021.3,91.8,1,0,1
330,11,250,13.7,1021.3,91.9,1,0,1
330,8,20,13.4,1021.7,94.1,1,0,1
330,6,20,13.3,1021.8,92.9,1,0,1
280,4,20,13.5,1022.2,95.3,1,0,1
330,6,20,13.6,1022.4,93.0,1,1,1
270,3,20,13.7,1022.9,94.2,1,1,1
280,4,20,14.1,1023.7,90.9,1,1,1
280,6,20,15.2,1023.9,87.8,1,1,1
260,7,30,15.9,1024.4,81.9,1,1,1
240,6,30,17.4,1024.2,78.8,1,1,1
200,8,30,17.6,1024.1,78.9,1,1,1
200,13,10,16.7,1023.9,79.3,1,1,1
200,10,10,16.7,1023.2,81.3,1,1,1
210,10,10,15.0,1022.9,84.6,1,1,1
210,8,0,14.1,1022.9,93.2,1,1,1
210,3,0,14.1,1022.8,93.2,1,1,1
220,3,0,13.8,1023.0,95.4,1,1,1
250,3,0,13.5,1023.2,97.7,1,1,1
220,4,0,13.3,1023.0,97.6,1,0,1
240,3,0,13.3,1023.0,98.8,1,0,1
280,1,0,13.3,1022.8,98.8,1,0,1
220,2,0,13.4,1022.5,98.8,1,0,1
0,0,10,13.2,1022.2,98.8,1,0,1
290,1,10,13.1,1021.7,97.6,1,0,1
240,2,10,12.7,1021.2,96.3,1,0,1
210,4,10,12.8,1020.5,97.6,1,0,1
240,2,10,12.7,1020.1,96.3,1,0,1
190,2,10,12.7,1019.8,97.6,1,0,1
130,3,10,12.4,1019.8,96.3,1,1,1
150,4,5,12.3,1019.7,97.6,1,1,1
140,5,5,12.2,1019.9,97.5,1,1,1
120,5,5,12.5,1019.9,96.3,1,1,1
170,4,5,13.1,1019.5,95.2,1,1,1
160,6,10,13.8,1019.1,92.0,1,1,1
150,6,10,14.6,1018.5,88.8,1,1,1
160,7,20,16.4,1017.8,82.2,1,1,1
140,6,30,16.3,1017.3,80.2,1,1,1
120,6,30,16.8,1016.5,77.4,1,1,1
120,4,30,16.8,1016.0,80.5,1,1,1
150,5,20,14.7,1015.7,87.7,1,1,1
130,3,20,14.3,1015.2,89.9,1,1,1
130,3,20,14.0,1014.9,92.0,1,1,1
130,4,20,13.7,1014.7,91.9,1,0,1
80,5,20,13.5,1014.4,91.9,1,0,1
60,3,20,13.2,1014.3,94.1,1,0,1
60,2,20,12.9,1013.8,95.2,1,0,1
90,4,20,13.1,1013.3,95.2,1,0,1
50,3,100,13.0,1012.8,96.5,1,0,1
70,4,100,12.9,1011.9,96.4,1,0,1
80,4,250,12.5,1010.9,96.4,1,0,1
30,2,100,11.9,1010.4,96.3,1,0,1
330,3,10,12.5,1010.4,97.6,1,0,1
60,5,10,12.0,1009.8,97.6,1,1,1
90,4,10,12.4,1009.9,97.6,1,1,1
90,2,20,14.0,1010.0,97.7,1,1,1
0,0,20,14.5,1010.2,95.5,1,1,1
210,2,100,16.2,1009.7,88.4,1,1,1
210,4,100,17.1,1009.4,84.6,1,1,1
210,4,100,17.7,1009.1,81.0,1,1,1
210,7,100,17.7,1008.7,83.0,1,1,1
200,7,100,18.5,1008.3,76.8,1,1,1
210,7,250,16.6,1007.8,79.4,1,1,1
200,6,250,15.7,1007.3,86.1,1,1,1
240,3,250,15.1,1007.4,87.9,1,1,1
250,3,250,13.8,1007.3,90.8,1,1,1
200,4,250,12.9,1006.9,94.1,1,1,1
210,4,250,13.0,1006.8,96.5,1,0,1
0,0,0,13.4,1006.6,97.7,1,0,1
280,2,0,13.6,1006.6,97.7,1,0,1
0,0,0,13.1,1006.0,97.6,1,0,1
340,4,150,12.9,1005.4,97.6,0,0,1
310,3,250,12.2,1005.2,97.5,0,0,1
340,2,20,12.3,1004.4,98.8,0,0,1
340,5,10,12.9,1003.9,98.9,0,0,1
330,6,10,13.0,1003.7,96.5,0,0,1
360,5,20,12.6,1003.2,95.3,0,0,1
350,11,20,12.4,1003.2,92.8,0,1,1
10,13,100,11.9,1003.2,84.2,0,1,1
10,14,100,11.9,1002.9,80.6,0,1,1
20,11,100,11.8,1003.8,78.2,0,1,1
10,11,100,11.6,1004.2,80.5,0,1,1
20,14,100,11.2,1004.7,76.6,0,1,1
10,15,60,11.2,1004.5,76.6,0,1,1
20,16,60,11.3,1005.0,73.0,0,1,1
10,16,60,11.4,1005.7,72.0,0,1,1
360,13,60,10.9,1006.7,72.6,0,1,1
10,21,60,10.6,1007.7,69.9,0,1,1
10,15,100,10.4,1008.5,67.2,0,1,1
10,14,250,9.9,1009.6,69.0,0,1,1
360,10,250,9.2,1011.0,72.0,0,1,1
360,10,250,8.7,1012.5,75.4,0,0,1
10,10,250,8.7,1013.7,74.0,0,0,1
350,9,250,8.3,1014.6,75.0,0,0,1
360,7,250,7.7,1014.9,75.7,0,0,1
350,12,250,7.7,1015.1,73.0,0,0,1
20,8,250,7.4,1015.5,72.6,0,0,1
40,4,250,6.9,1016.3,72.2,0,0,1
330,11,250,6.9,1016.8,76.4,0,0,1
360,10,250,7.1,1017.1,75.1,0,0,1
70,4,250,6.5,1017.5,74.5,0,0,1
50,2,250,5.6,1017.9,78.0,0,1,1
90,5,250,6.6,1018.3,79.0,0,1,1
90,6,250,7.5,1018.6,77.0,0,1,1
40,6,250,10.2,1019.1,69.2,0,1,1
270,4,250,11.8,1019.6,71.0,0,1,1
250,3,250,13.2,1019.6,61.5,0,1,1
330,6,250,13.8,1019.2,58.1,0,1,1
320,7,250,14.1,1018.9,55.4,0,1,1
260,7,250,14.7,1018.6,59.4,0,1,1
250,9,250,13.6,1018.6,67.4,0,1,1
250,7,250,13.3,1018.2,70.3,0,1,1
250,9,250,12.2,1018.0,73.7,0,1,1
270,8,250,11.5,1018.4,73.1,0,1,1
280,7,250,11.2,1018.8,76.3,0,1,1
270,6,250,10.4,1019.0,79.4,0,0,1
270,5,250,10.1,1018.8,83.0,0,0,1
260,5,60,11.1,1018.5,84.9,0,0,1
270,5,60,11.8,1018.3,81.6,0,0,1
260,8,60,12.5,1017.9,76.3,1,0,1
260,9,60,12.7,1017.5,76.4,1,0,1
250,10,60,12.9,1017.0,74.4,1,0,1
260,8,60,12.7,1016.5,76.5,1,0,1
250,10,60,13.0,1016.4,74.5,1,0,1
250,11,60,13.1,1016.0,74.5,1,0,1
250,10,60,13.1,1015.8,74.5,1,1,1
270,8,60,13.0,1016.0,79.0,1,1,1
260,8,60,13.0,1016.6,81.2,1,1,1
230,9,60,13.8,1016.9,81.8,1,1,1
240,10,60,14.1,1017.1,77.6,1,1,1
260,9,60,14.1,1017.1,80.9,1,1,1
200,13,20,14.5,1016.1,81.1,1,1,1
210,15,60,13.8,1016.1,85.2,1,1,1
220,13,30,13.4,1016.0,84.9,1,1,1
220,13,30,13.6,1015.5,86.1,1,1,1
220,12,60,13.8,1015.0,85.2,1,1,1
210,14,60,13.6,1014.4,86.1,1,1,1
230,12,60,13.5,1015.2,83.9,1,1,1
220,12,60,13.5,1015.1,80.5,1,1,1
220,10,60,13.5,1015.0,82.8,1,0,1
200,10,60,12.8,1014.5,85.7,1,0,1
190,9,250,12.2,1014.3,87.8,1,0,1
190,9,250,11.9,1014.1,91.4,1,0,1
190,8,250,11.5,1013.8,87.6,1,0,1
180,11,250,11.9,1013.3,87.7,1,0,1
180,10,30,11.8,1012.8,86.4,1,0,1
180,8,250,11.6,1012.1,90.1,1,0,1
180,6,30,11.3,1011.7,92.5,1,0,1
170,7,30,11.8,1011.5,93.7,1,0,1
160,6,250,10.6,1011.7,93.5,1,1,1
160,8,250,11.0,1011.8,94.9,1,1,1
170,11,250,13.7,1011.9,87.4,1,1,1
180,12,250,15.5,1012.1,77.6,1,1,1
190,9,250,16.7,1012.3,73.4,1,1,1
200,8,250,17.1,1012.3,70.9,1,1,1
200,9,250,17.5,1012.2,67.6,1,1,1
210,8,250,17.5,1011.7,66.7,1,1,1
190,8,250,17.4,1011.4,63.7,1,1,1
200,6,250,17.1,1010.9,65.3,1,1,1
160,4,250,16.2,1010.4,68.2,1,1,1
130,4,250,14.8,1010.3,75.0,1,1,1
100,3,250,13.0,1010.2,82.4,1,1,1
100,4,250,12.5,1010.1,90.3,1,1,1
90,7,250,12.0,1009.9,91.4,1,0,1
110,9,250,12.6,1009.6,92.8,1,0,1
90,7,250,12.4,1009.4,92.8,1,0,1
100,8,250,12.8,1009.1,90.5,1,0,1
100,10,250,13.3,1008.9,89.5,1,0,1
90,9,250,13.6,1008.2,90.8,1,0,1
100,9,250,13.9,1007.6,91.9,1,0,1
90,9,250,14.1,1006.4,93.2,1,0,1
90,11,150,14.3,1005.5,95.5,1,0,1
90,11,250,14.4,1004.7,95.5,1,0,1
90,11,250,14.4,1004.4,96.6,1,1,1
90,10,250,14.5,1003.9,95.5,1,1,1
100,10,250,15.3,1003.8,93.4,1,1,1
100,10,250,17.4,1003.5,84.8,1,1,1
110,13,250,19.1,1003.1,72.7,1,1,1
110,12,250,20.0,1002.5,68.2,1,1,1
120,13,250,20.3,1001.8,65.1,1,1,1
120,13,250,21.2,1000.7,58.8,1,1,1
110,11,250,21.3,1000.1,58.9,1,1,1
120,14,250,20.8,999.3,60.0,1,1,1
90,10,200,19.0,998.7,70.0,1,1,1
90,8,150,18.2,998.1,72.9,1,1,1
100,12,150,18.0,997.5,75.6,1,1,1
120,8,100,16.8,997.7,86.6,1,1,1
130,9,100,16.7,997.3,86.5,1,0,1
140,10,100,16.0,996.7,90.4,1,0,1
140,11,100,16.2,996.2,88.4,1,0,1
120,7,150,15.4,995.5,91.3,1,0,1
120,8,250,15.1,994.7,93.4,1,0,1
140,11,100,15.3,994.3,94.5,1,0,1
130,12,10,15.3,993.6,95.6,1,0,1
150,13,20,15.3,993.0,93.4,1,0,1
160,13,20,15.0,992.7,93.4,1,0,1
160,12,30,14.8,992.7,93.3,1,0,1
150,13,30,14.8,992.6,93.3,1,1,1
160,13,100,15.1,993.3,91.2,1,1,1
140,9,150,14.5,993.3,94.4,1,1,1
140,11,150,14.5,993.0,91.0,1,1,1
120,12,60,14.3,992.2,93.3,1,1,1
140,14,20,14.9,991.9,96.6,1,1,1
160,16,30,15.6,992.1,93.5,1,1,1
190,24,250,15.4,992.8,85.0,1,1,1
280,12,250,15.5,994.2,79.8,1,1,1
230,11,200,14.9,995.9,83.7,1,1,1
210,10,60,14.5,996.6,85.6,1,1,1
180,8,30,14.6,996.7,90.0,1,1,1
180,12,20,13.7,997.6,90.8,1,1,1
190,16,20,13.5,998.1,93.0,1,1,1
190,17,20,13.4,998.3,90.7,1,0,1
190,18,30,13.1,998.7,93.0,1,0,1
180,16,30,13.2,999.0,89.5,1,0,1
180,18,250,13.7,998.9,87.4,1,0,1
170,17,250,14.3,998.2,84.4,1,0,1
170,19,250,14.6,998.4,85.7,1,0,1
170,21,150,14.0,997.7,90.9,1,0,1
170,23,30,14.2,996.9,92.1,1,0,1
180,28,30,14.4,996.5,95.5,1,0,1
180,32,30,14.5,996.4,96.6,1,0,1
180,28,20,14.7,996.9,96.7,1,1,1
180,30,10,14.7,996.8,97.8,1,1,1
180,33,20,15.1,997.0,96.7,1,1,1
180,33,30,14.8,997.5,96.7,1,1,1
180,32,30,15.3,997.3,94.5,1,1,1
180,27,60,16.3,998.2,87.4,1,1,1
180,35,60,16.9,998.3,83.6,1,1,1
180,36,30,17.1,998.4,83.7,1,1,1
180,34,30,17.2,998.5,83.8,1,1,1
180,32,30,16.9,999.5,85.6,1,1,1
180,35,20,16.4,999.5,90.5,1,1,1
180,36,20,16.2,999.9,93.6,1,1,1
180,34,20,16.0,1000.3,95.7,1,1,1
180,31,20,16.6,1000.8,94.7,1,1,1
180,28,20,16.5,1001.1,95.7,1,0,1
180,32,10,16.5,1001.1,95.7,1,0,1
180,33,10,16.4,1001.3,97.9,1,0,1
180,31,10,16.4,1001.2,97.9,1,0,1
180,29,10,16.3,1001.0,97.8,0,0,1
180,28,10,16.5,1000.6,96.8,0,0,1
180,28,10,16.4,1000.4,96.8,0,0,1
180,28,20,16.2,999.9,97.9,0,0,1
180,26,10,16.4,999.5,97.9,0,0,1
180,30,10,16.5,999.2,97.9,0,0,1
180,32,30,16.9,999.0,94.8,0,1,1
180,34,30,17.1,999.0,91.7,0,1,1
180,28,100,17.3,999.4,87.8,0,1,1
180,32,60,18.0,999.3,84.1,0,1,1
180,26,100,17.6,999.5,83.0,0,1,1
170,22,100,17.9,998.9,82.1,0,1,1
170,27,100,18.4,998.1,79.6,0,1,1
180,34,60,18.0,997.4,81.3,0,1,1
190,33,60,18.3,997.2,81.5,0,1,1
190,34,30,17.6,997.5,84.0,0,1,1
190,34,30,16.8,997.8,88.6,0,1,1
200,28,30,16.2,998.7,90.5,0,1,1
200,24,200,15.6,999.1,93.5,0,1,1
210,21,150,15.3,999.7,92.4,0,1,1
210,19,200,14.8,1000.1,94.4,0,0,1
210,18,250,14.2,1000.5,94.3,0,0,1
210,16,250,14.1,1000.6,95.5,0,0,1
230,12,20,13.7,1000.8,95.4,0,0,1
310,7,20,13.0,1000.9,90.7,0,0,1
320,6,100,12.3,1001.1,94.0,0,0,1
360,4,150,12.0,1000.8,95.1,0,0,1
30,5,20,11.7,1000.1,96.3,0,0,1
350,8,150,11.4,1000.1,95.0,0,0,1
360,9,150,11.0,999.7,95.0,0,0,1
360,8,150,10.8,999.8,96.1,0,1,1
340,6,150,10.7,1000.8,96.2,0,1,1
360,9,150,10.7,1001.0,96.2,0,1,1
360,9,150,10.8,1001.4,94.9,0,1,1
30,9,150,10.8,1001.6,94.9,0,1,1
30,5,100,11.6,1001.9,92.6,0,1,1
40,11,250,12.7,1001.2,76.7,0,1,1
30,10,250,12.8,1001.1,74.5,0,1,1
30,10,250,13.4,1001.3,70.7,0,1,1
20,10,60,14.2,1001.7,68.3,0,1,1
20,12,250,12.7,1002.1,71.1,0,1,1
20,11,60,12.2,1002.3,76.2,0,1,1
30,8,250,11.3,1002.7,77.9,0,1,1
20,10,250,11.0,1002.8,78.8,0,1,1
20,8,250,10.4,1002.5,79.6,0,0,1
10,11,250,10.7,1002.6,77.4,0,0,1
20,5,150,10.6,1002.6,79.7,0,0,1
360,7,200,10.5,1002.7,78.4,0,0,1
10,9,150,10.5,1002.3,79.7,1,0,1
10,11,150,10.6,1002.2,79.7,1,0,1
10,10,60,10.7,1002.0,81.0,1,0,1
360,8,60,10.8,1001.9,82.3,1,0,1
10,8,30,11.0,1002.0,82.5,1,0,1
10,8,30,10.9,1002.0,83.7,1,0,1
10,8,30,10.9,1002.2,83.7,1,1,1
20,8,60,10.9,1002.4,84.9,1,1,1
20,7,30,11.5,1003.1,84.0,1,1,1
10,9,30,12.0,1003.4,83.1,1,1,1
20,11,30,12.2,1003.8,82.0,1,1,1
30,7,100,13.7,1004.1,79.7,1,1,1
40,12,100,14.8,1004.2,76.1,1,1,1
50,5,30,14.7,1004.2,76.0,1,1,1
60,5,30,14.0,1004.7,80.9,1,1,1
40,5,30,13.5,1004.9,83.9,1,1,1
30,7,30,12.5,1005.8,89.2,1,1,1
20,3,30,12.0,1006.1,95.1,1,1,1
60,4,30,12.0,1006.3,95.1,1,1,1
60,6,20,12.2,1006.3,95.1,1,1,1
50,7,20,12.4,1006.5,95.2,1,0,1
80,5,20,12.7,1007.2,95.2,1,0,1
100,6,30,13.1,1007.5,95.3,1,0,1
100,6,30,13.6,1007.4,94.2,1,0,1
100,6,30,13.7,1007.3,94.3,1,0,1
100,5,30,13.7,1007.4,94.3,1,0,1
100,6,20,13.8,1007.6,95.4,1,0,1
110,6,30,13.9,1007.3,96.5,1,0,1
130,7,60,14.2,1007.2,96.6,1,0,1
200,8,0,13.7,1007.7,97.7,1,0,1
210,3,5,13.6,1008.1,97.7,1,1,1
230,7,10,13.2,1008.7,96.4,1,1,1
200,4,30,13.4,1009.2,95.3,1,1,1
250,7,20,13.5,1009.9,93.0,1,1,1
240,8,30,13.7,1010.0,86.3,1,1,1
220,8,60,14.3,1010.0,85.4,1,1,1
220,10,30,13.9,1010.2,86.3,1,1,1
250,9,60,13.5,1010.3,90.7,1,1,1
250,10,30,14.2,1010.4,87.6,1,1,1
230,11,20,12.9,1010.6,92.9,1,1,1
210,11,60,13.6,1010.7,86.2,1,1,1
210,10,30,13.2,1010.7,88.3,1,1,1
210,12,30,13.1,1011.0,89.5,1,1,1
220,11,30,12.8,1011.2,89.3,1,1,1
210,12,100,13.4,1011.1,89.5,1,0,1
200,10,30,13.7,1011.4,90.8,1,0,1
200,11,30,13.8,1011.3,92.0,1,0,1
210,12,10,13.6,1011.3,95.3,1,0,1
210,13,10,13.4,1011.3,97.7,1,0,1
210,14,0,13.4,1011.0,97.7,1,0,1
220,14,0,13.5,1010.8,98.8,1,0,1
270,7,0,12.9,1010.6,98.9,1,0,1
10,5,10,12.1,1010.7,98.8,1,0,1
40,5,30,11.8,1010.9,97.5,1,0,1
20,4,60,11.9,1011.2,97.5,1,1,1
310,3,100,11.9,1011.5,98.8,1,1,1
350,5,100,12.1,1012.2,97.6,1,1,1
30,4,100,12.1,1012.5,96.4,1,1,1
40,6,100,12.5,1013.0,93.9,1,1,1
50,7,100,12.3,1013.2,95.1,1,1,1
50,9,30,13.2,1013.2,94.1,1,1,1
70,5,60,13.6,1013.3,90.8,1,1,1
10,5,30,13.6,1013.7,90.8,1,1,1
40,5,100,13.3,1013.8,92.9,1,1,1
20,6,100,13.7,1014.0,89.7,1,1,1
20,5,100,13.6,1014.6,88.4,1,1,1
20,6,150,13.4,1015.4,86.1,1,1,1
360,6,150,13.2,1016.2,87.1,1,1,1
20,5,100,13.1,1016.8,88.2,1,0,1
30,7,100,13.2,1017.2,81.4,1,0,1
30,5,100,13.3,1017.7,80.3,1,0,1
40,6,100,13.6,1018.0,78.3,1,0,1
50,5,100,13.5,1018.4,80.5,1,0,1
50,10,100,13.5,1018.2,81.6,1,0,1
40,9,100,13.5,1018.6,79.3,1,0,1
40,10,100,12.8,1018.8,83.4,1,0,1
60,8,100,12.2,1018.5,84.2,1,0,1
60,7,150,12.0,1018.5,83.0,1,0,1
10,3,100,11.8,1019.4,84.0,1,1,1
20,5,100,11.2,1019.6,83.6,1,1,1
30,5,100,11.8,1020.3,82.8,1,1,1
30,7,100,13.0,1020.5,79.0,1,1,1
60,8,100,13.8,1020.7,72.9,1,1,1
70,9,150,14.2,1020.6,69.0,1,1,1
70,10,150,14.9,1020.2,66.7,1,1,1
80,10,150,15.4,1019.6,61.3,1,1,1
70,9,150,15.6,1019.4,58.5,1,1,1
70,6,150,15.4,1019.2,64.2,1,1,1
80,7,100,15.5,1019.1,64.3,1,1,1
70,4,100,14.5,1019.2,67.3,1,1,1
60,6,100,12.8,1019.4,75.4,1,1,1
60,5,250,11.8,1019.8,80.4,1,1,1
60,6,250,11.1,1019.6,83.6,1,0,1
40,5,250,10.8,1019.8,86.0,1,0,1
70,5,250,10.4,1019.7,87.0,1,0,1
40,2,250,9.8,1020.0,88.0,1,0,1
350,3,100,9.4,1020.3,93.2,1,0,1
80,5,60,10.2,1019.7,94.7,1,0,1
90,6,100,10.5,1019.3,89.6,1,0,1
50,5,100,9.6,1019.2,91.9,1,0,1
80,3,250,8.8,1019.3,94.4,1,0,1
50,3,100,8.2,1019.5,95.7,1,0,1
60,6,100,8.2,1019.2,97.2,1,1,1
20,4,250,7.4,1019.8,97.1,1,1,1
70,2,250,8.5,1020.1,98.6,1,1,1
30,3,250,10.4,1020.5,93.4,1,1,1
10,1,250,13.4,1020.6,82.6,1,1,1
290,2,250,14.4,1020.8,77.8,1,1,1
250,3,60,16.8,1020.8,69.6,1,1,1
240,4,60,17.8,1020.5,71.5,1,1,1
200,9,100,17.0,1020.4,73.7,1,1,1
200,8,100,14.6,1020.8,82.3,1,1,1
200,6,60,14.2,1020.9,85.2,1,1,1
220,5,100,13.7,1021.1,88.5,1,1,1
300,2,100,13.1,1022.2,89.4,1,1,1
250,2,100,11.8,1022.4,91.3,1,1,1
50,1,250,11.3,1022.6,94.9,1,0,1
80,5,250,10.9,1022.8,96.2,1,0,1
70,4,250,10.1,1023.5,96.0,1,0,1
60,5,250,9.4,1023.3,97.3,1,0,1
50,4,250,8.6,1023.8,95.7,0,0,1
20,4,250,8.0,1023.7,95.6,0,0,1
80,4,250,7.9,1023.6,97.1,0,0,1
50,4,250,7.1,1023.9,97.0,0,0,1
60,2,250,7.3,1023.9,97.1,0,0,1
350,1,250,6.7,1024.6,96.9,0,0,1
40,4,250,6.6,1024.9,97.0,0,1,1
80,6,250,6.7,1025.4,98.5,0,1,1
60,5,250,7.1,1026.0,98.5,0,1,1
30,4,250,8.8,1026.2,97.3,0,1,1
310,1,250,11.4,1026.9,88.7,0,1,1
270,1,250,14.2,1027.0,80.9,0,1,1
220,4,250,16.8,1026.7,70.5,0,1,1
220,5,250,17.1,1025.8,68.8,0,1,1
210,7,250,17.2,1025.4,65.2,0,1,1
220,5,250,16.8,1025.5,69.5,0,1,1
200,5,250,15.7,1025.0,70.5,0,1,1
210,3,250,14.1,1024.9,76.4,0,1,1
250,2,250,11.6,1025.0,82.7,0,1,1
260,3,250,10.9,1025.1,88.5,0,1,1
60,3,250,10.7,1025.3,92.3,0,0,1
80,4,250,10.3,1025.1,93.5,0,0,1
70,2,250,9.7,1025.0,93.3,0,0,1
60,2,250,9.5,1025.0,95.9,0,0,1
70,5,250,8.7,1024.6,95.8,0,0,1
70,4,250,8.6,1024.2,97.2,0,0,1
70,4,250,8.5,1024.1,95.8,0,0,1
30,2,250,7.9,1023.7,97.1,0,0,1
70,4,250,7.5,1023.1,97.1,0,0,1
60,3,250,7.5,1022.8,98.6,0,0,1
350,1,30,6.7,1022.8,98.5,0,1,1
30,2,30,7.1,1022.8,98.5,0,1,1
300,1,30,8.0,1023.3,100.0,0,1,1
40,1,30,9.4,1023.6,100.0,0,1,1
270,2,20,11.7,1023.6,98.8,0,1,1
340,5,10,13.1,1023.3,94.0,0,1,1
330,8,250,15.0,1022.9,81.4,0,1,1
310,3,250,16.9,1022.3,72.6,0,1,1
310,8,250,17.1,1022.3,70.8,0,1,1
330,7,250,17.2,1021.9,71.9,0,1,1
320,9,250,16.0,1022.1,67.8,0,1,1
340,8,250,13.9,1022.4,78.5,0,1,1
360,5,30,12.6,1023.3,86.8,0,1,1
360,6,30,12.7,1024.0,90.4,0,1,1
350,5,20,13.1,1024.3,91.6,0,0,1
360,8,20,13.3,1024.6,91.7,0,0,1
360,13,30,12.7,1025.1,83.3,0,0,1
360,15,100,12.5,1025.8,84.4,0,0,1
10,12,100,12.7,1026.6,79.9,1,0,1
20,10,100,12.2,1027.4,72.4,1,0,1
10,12,250,11.2,1027.8,70.2,1,0,1
10,10,250,9.9,1028.3,73.9,1,0,1
20,5,250,8.8,1028.8,82.0,1,0,1
60,5,250,8.4,1029.6,84.5,1,0,1
20,6,250,7.8,1030.6,86.9,1,1,1
20,6,250,7.6,1031.4,76.8,1,1,1
30,6,250,8.3,1032.0,73.4,1,1,1
20,10,250,10.5,1032.5,64.5,1,1,1
20,12,250,11.8,1032.6,60.4,1,1,1
30,10,250,12.9,1032.9,57.6,1,1,1
40,8,250,13.9,1033.0,55.9,1,1,1
30,9,250,14.6,1032.7,51.9,1,1,1
20,6,250,15.1,1032.3,51.7,1,1,1
360,7,250,14.7,1032.2,51.1,1,1,1
350,8,250,13.7,1032.5,55.6,1,1,1
350,8,250,11.7,1032.7,61.4,1,1,1
360,6,250,10.2,1033.1,70.3,1,1,1
50,6,250,9.4,1033.7,74.5,1,1,1
60,6,250,8.0,1033.7,78.6,1,0,1
10,2,250,7.0,1033.7,80.6,1,0,1
290,3,250,7.5,1033.3,84.0,1,0,1
350,3,250,6.3,1033.4,89.2,1,0,1
350,2,250,5.7,1033.1,90.5,1,0,1
310,3,250,5.8,1032.3,90.6,1,0,1
310,4,250,6.6,1031.8,93.8,1,0,1
300,4,250,7.1,1031.5,92.6,1,0,1
290,3,250,6.6,1030.9,93.8,1,0,1
280,4,250,7.1,1030.7,95.4,1,0,1
270,5,250,6.9,1030.4,97.0,1,1,1
310,6,250,7.8,1030.5,95.6,1,1,1
300,4,250,8.6,1030.2,94.4,1,1,1
260,6,250,9.5,1030.3,93.2,1,1,1
290,6,250,12.4,1029.6,89.1,1,1,1
320,11,250,13.1,1029.1,80.0,1,1,1
320,6,250,13.7,1028.6,80.5,1,1,1
320,13,250,15.0,1027.9,68.7,1,1,1
330,11,250,15.8,1027.5,59.7,1,1,1
330,12,250,15.2,1027.1,58.9,1,1,1
320,13,250,14.4,1027.6,63.9,1,1,1
340,9,250,12.9,1027.9,78.8,1,1,1
320,10,250,12.3,1028.2,83.0,1,1,1
340,11,250,11.9,1028.1,86.4,1,1,1
340,9,250,11.6,1028.0,88.8,1,0,1
340,11,250,11.4,1027.4,90.0,1,0,1
360,5,30,11.3,1027.3,89.9,1,0,1
10,8,250,11.2,1027.0,91.1,1,0,1
10,5,250,11.1,1027.2,92.3,1,0,1
20,4,250,10.5,1027.0,92.1,1,0,1
320,6,250,10.8,1026.8,93.5,1,0,1
330,2,250,10.2,1026.4,94.7,1,0,1
350,5,250,10.2,1026.1,96.0,1,0,1
320,6,250,9.7,1026.0,97.3,1,0,1
340,3,20,9.3,1025.8,95.8,1,1,1
310,4,250,9.0,1026.0,97.3,1,1,1
350,5,20,9.6,1026.1,98.7,1,1,1
340,4,10,11.0,1026.2,96.1,1,1,1
330,10,20,13.0,1026.0,89.3,1,1,1
330,9,250,13.6,1025.8,83.9,1,1,1
350,7,250,15.9,1025.0,70.7,1,1,1
330,6,250,17.2,1024.7,64.3,1,1,1
330,8,250,16.9,1023.8,64.9,1,1,1
320,9,250,16.4,1023.6,70.2,1,1,1
320,11,250,14.7,1023.4,74.8,1,1,1
330,7,250,12.9,1023.1,82.3,1,1,1
340,6,250,11.4,1023.0,87.5,1,1,1
350,8,250,10.4,1022.6,92.2,1,1,1
350,4,20,9.6,1022.4,91.9,1,0,1
350,7,20,9.1,1022.3,93.2,1,0,1
350,4,250,8.8,1021.8,93.0,1,0,1
360,9,250,9.3,1021.4,93.2,1,0,1
10,9,250,9.1,1021.0,91.8,1,0,1
10,8,250,8.6,1021.0,90.3,1,0,1
360,6,250,8.4,1020.4,91.6,1,0,1
350,7,250,8.3,1019.9,91.5,1,0,1
10,5,250,7.7,1019.6,92.8,1,0,1
360,4,250,6.7,1019.5,93.9,1,0,1
360,5,250,6.7,1019.2,96.9,1,1,1
360,6,250,7.2,1019.0,97.0,1,1,1
30,6,250,7.8,1019.3,95.6,1,1,1
