Wind_Direction,Wind_Speed,Cloud_Base_Height,Temperature,Pressure,Humidity,NotWeekend,InOperatingHours,NotHoliday
220,4,250,20.9,1011.8,63.1,0,1,1
210,6,250,22.4,1011.9,60.7,0,1,1
210,7,250,22.6,1012.0,61.6,0,1,1
200,8,250,23.6,1011.8,55.3,0,1,1
210,7,250,23.4,1011.4,55.7,0,1,1
200,8,250,23.4,1011.1,58.7,0,1,1
210,8,250,23.4,1011.0,57.9,0,1,1
210,9,250,22.6,1010.6,52.6,0,1,1
210,9,250,22.6,1010.3,54.1,0,1,1
200,9,250,21.4,1009.9,66.0,0,1,1
210,7,250,20.4,1009.8,73.6,0,1,1
210,5,250,18.8,1009.9,78.8,0,0,1
240,2,250,16.9,1010.3,84.5,0,0,1
210,3,250,16.4,1010.2,91.5,0,0,1
80,1,250,16.5,1010.3,91.5,0,0,1
100,2,250,15.8,1010.2,90.3,1,0,1
50,2,250,15.9,1009.9,92.5,1,0,1
80,3,150,16.3,1009.5,89.4,1,0,1
100,4,250,16.4,1008.9,90.5,1,0,1
90,2,250,16.1,1008.9,90.4,1,0,1
90,2,150,16.1,1008.7,91.5,1,0,1
40,1,250,16.5,1008.7,90.5,1,1,1
0,0,150,18.8,1008.8,85.4,1,1,1
200,2,30,19.7,1008.7,83.0,1,1,1
200,6,100,21.4,1008.7,77.7,1,1,1
200,6,250,22.5,1008.7,71.8,1,1,1
200,7,100,23.5,1008.8,67.1,1,1,1
280,7,20,18.7,1009.1,87.3,1,1,1
300,7,30,21.3,1009.0,68.4,1,1,1
270,9,60,22.3,1008.9,61.4,1,1,1
280,8,100,21.1,1009.0,60.9,1,1,1
300,8,100,23.3,1008.9,46.4,1,1,1
300,10,100,22.1,1008.8,45.4,1,1,1
300,10,100,21.5,1009.2,47.4,1,1,1
310,10,250,20.0,1009.5,47.5,1,1,1
310,9,150,18.4,1010.1,56.9,1,0,1
290,6,250,16.7,1010.8,68.7,1,0,1
260,6,150,15.2,1011.1,77.4,1,0,1
290,5,150,16.3,1011.1,77.1,1,0,1
270,4,150,15.0,1011.1,82.5,1,0,1
270,3,150,14.9,1011.0,89.0,1,0,1
300,4,150,15.7,1010.9,84.0,1,0,1
270,3,150,14.9,1010.8,84.6,1,0,1
250,2,150,14.0,1010.7,92.0,1,0,1
260,6,100,14.5,1010.8,91.0,1,0,1
230,7,150,15.8,1011.0,84.0,1,1,1
260,8,150,17.2,1011.5,77.8,1,1,1
300,5,150,18.0,1011.7,69.0,1,1,1
270,5,60,19.7,1011.8,61.8,1,1,1
200,7,150,20.7,1011.9,64.6,1,1,1
220,13,150,20.6,1012.0,62.0,1,1,1
210,9,100,20.0,1012.0,66.4,1,1,1
210,10,100,19.8,1011.9,65.4,1,1,1
210,10,100,20.9,1012.0,63.1,1,1,1
230,10,100,20.3,1012.0,65.0,1,1,1
220,10,150,20.1,1011.8,67.4,1,1,1
220,9,150,19.2,1011.7,71.8,1,1,1
200,7,150,18.3,1011.6,75.7,1,1,1
200,7,100,17.9,1011.8,76.3,1,1,1
210,6,150,17.4,1011.8,79.8,1,0,1
200,5,150,16.9,1012.1,81.6,1,0,1
240,5,150,16.5,1012.3,81.3,1,0,1
280,3,150,15.3,1012.3,84.8,1,0,1
210,1,150,14.7,1012.3,90.0,1,0,1
70,1,100,15.0,1012.0,91.1,1,0,1
100,2,150,15.1,1011.8,89.0,1,0,1
60,1,150,15.1,1011.7,89.0,1,0,1
110,1,150,15.7,1011.8,88.2,1,0,1
200,6,60,15.9,1011.8,88.3,1,0,1
210,4,30,15.9,1012.0,83.0,1,1,1
190,7,100,17.2,1012.4,81.7,1,1,1
180,9,60,17.3,1012.8,82.8,1,1,1
190,5,100,18.4,1012.8,72.0,1,1,1
200,6,30,20.7,1013.0,67.9,1,1,1
180,10,60,18.3,1013.0,78.5,1,1,1
190,9,150,20.6,1013.0,69.5,1,1,1
200,11,200,21.1,1013.0,65.7,1,1,1
200,9,200,20.9,1013.1,70.6,1,1,1
200,8,100,21.3,1013.2,66.7,1,1,1
200,5,150,20.6,1012.9,65.3,1,1,1
210,7,150,21.0,1013.0,63.2,1,1,1
200,6,100,21.0,1013.1,68.1,1,1,1
270,6,100,19.8,1013.1,69.7,1,1,1
320,5,200,18.5,1013.2,67.6,1,0,1
340,9,250,17.8,1013.6,68.7,1,0,1
340,8,250,16.7,1013.9,73.4,1,0,1
340,4,250,15.6,1014.0,77.7,1,0,1
330,4,250,14.6,1014.1,83.4,1,0,1
10,2,250,14.0,1014.2,84.1,1,0,1
350,2,250,13.1,1014.0,88.2,1,0,1
330,3,250,13.2,1013.9,89.5,1,0,1
310,3,250,13.0,1013.8,88.3,1,0,1
320,4,250,13.1,1013.8,88.3,1,0,1
350,2,250,13.1,1013.8,89.5,1,1,1
320,2,250,14.6,1013.7,79.1,1,1,1
280,2,250,16.6,1013.9,65.7,1,1,1
220,2,250,20.0,1013.9,58.8,1,1,1
210,4,250,21.7,1013.7,54.4,1,1,1
210,5,250,22.0,1013.6,53.3,1,1,1
200,8,250,22.9,1013.4,53.0,1,1,1
200,9,250,22.6,1013.0,54.8,1,1,1
220,9,250,23.5,1012.7,50.1,1,1,1
200,10,250,23.1,1012.5,59.9,1,1,1
210,11,250,21.8,1012.1,63.1,1,1,1
200,8,250,21.4,1011.9,66.8,1,1,1
320,11,100,21.7,1011.8,52.2,1,1,1
330,10,100,20.7,1012.1,54.8,1,1,1
330,10,250,18.7,1012.3,64.3,1,0,1
330,8,250,17.2,1012.4,67.2,1,0,1
340,5,250,16.4,1012.3,74.3,1,0,1
340,6,250,15.8,1012.2,78.8,1,0,1
340,4,250,15.0,1011.9,80.4,1,0,1
340,5,250,14.4,1011.6,84.3,1,0,1
340,5,250,14.5,1011.3,85.5,1,0,1
340,4,250,13.7,1011.1,87.4,1,0,1
340,5,250,13.7,1010.9,88.5,1,0,1
350,4,250,13.4,1010.6,89.5,1,0,1
340,5,250,14.3,1010.7,87.7,1,1,1
330,6,250,16.5,1010.6,79.3,1,1,1
330,8,250,17.7,1010.6,73.4,1,1,1
320,11,250,19.1,1010.5,69.1,1,1,1
340,8,250,22.6,1010.3,48.9,1,1,1
230,6,250,24.4,1009.9,49.9,1,1,1
230,8,100,22.7,1009.6,54.2,1,1,1
230,9,250,24.7,1009.3,50.3,1,1,1
230,12,250,24.0,1008.9,52.2,1,1,1
240,11,250,24.3,1008.6,51.8,1,1,1
270,10,100,24.2,1008.3,48.9,1,1,1
300,10,100,23.0,1008.3,48.8,1,1,1
290,8,250,21.5,1008.3,55.1,1,1,1
310,8,250,20.1,1008.1,61.5,1,1,1
300,8,250,18.9,1008.2,70.7,1,0,1
270,7,60,18.2,1008.2,76.6,1,0,1
260,5,30,18.0,1008.2,79.3,1,0,1
250,4,30,17.4,1008.2,87.8,1,0,1
190,3,30,16.9,1007.9,91.6,0,0,1
200,4,30,16.8,1007.5,92.6,0,0,1
200,5,30,16.6,1007.1,94.7,0,0,1
190,4,30,16.5,1007.0,94.7,0,0,1
120,3,60,16.2,1006.9,95.8,0,0,1
110,2,10,16.5,1007.0,96.8,0,0,1
140,4,10,16.6,1007.4,95.8,0,1,1
120,4,10,16.6,1007.8,95.8,0,1,1
150,3,10,16.9,1008.2,94.8,0,1,1
280,4,10,16.9,1008.7,95.8,0,1,1
200,3,10,17.9,1008.9,95.9,0,1,1
190,3,30,20.6,1009.1,89.7,0,1,1
220,6,60,20.8,1009.4,79.1,0,1,1
210,9,100,22.2,1009.3,67.6,0,1,1
200,10,250,22.6,1009.6,68.7,0,1,1
200,10,100,18.9,1010.0,81.7,0,1,1
200,7,60,19.3,1010.2,82.8,0,1,1
200,6,60,19.1,1010.2,81.8,0,1,1
200,4,100,18.3,1010.1,86.1,0,1,1
230,3,100,18.7,1010.2,83.4,0,1,1
250,2,60,18.2,1010.7,82.3,0,0,1
260,3,150,17.0,1011.0,88.6,0,0,1
350,7,250,17.3,1011.3,82.8,0,0,1
350,4,250,16.5,1011.2,84.3,0,0,1
340,8,250,16.6,1010.8,84.4,0,0,1
340,7,250,16.6,1010.8,81.4,0,0,1
350,5,250,16.3,1010.9,81.2,0,0,1
350,6,250,15.6,1011.0,83.9,0,0,1
360,5,250,15.9,1011.4,82.0,0,1,1
20,5,200,17.4,1011.8,75.1,0,1,1
340,5,250,20.2,1011.9,70.0,0,1,1
330,4,250,22.4,1011.8,61.4,0,1,1
200,9,200,22.0,1011.9,65.0,0,1,1
200,13,200,20.9,1012.0,70.6,0,1,1
200,13,200,22.0,1011.9,69.8,0,1,1
200,14,250,22.5,1011.8,69.4,0,1,1
200,12,250,22.5,1011.8,69.4,0,1,1
210,8,250,23.1,1011.9,69.0,0,1,1
210,10,250,22.5,1011.5,69.4,0,1,1
190,11,100,22.3,1011.4,72.5,0,1,1
250,10,100,23.9,1011.1,62.2,0,1,1
250,6,250,23.2,1011.4,67.6,0,1,1
310,6,250,21.3,1011.7,73.4,0,0,1
350,6,250,19.1,1012.2,81.7,0,0,1
340,5,250,18.4,1012.4,86.2,0,0,1
330,5,250,17.9,1012.4,88.9,0,0,1
330,6,20,17.7,1012.4,88.8,1,0,1
340,6,20,17.7,1012.3,89.9,1,0,1
330,6,20,18.0,1012.1,89.0,1,0,1
310,4,20,17.9,1012.0,88.9,1,0,1
270,3,30,17.3,1012.0,91.8,1,0,1
280,4,30,17.6,1012.0,91.9,1,0,1
270,5,30,18.2,1012.1,89.0,1,1,1
220,5,30,18.6,1012.2,87.2,1,1,1
190,4,30,18.7,1012.3,89.2,1,1,1
220,8,30,18.7,1012.4,88.2,1,1,1
240,7,20,18.8,1012.5,86.3,1,1,1
200,7,30,20.0,1012.3,77.7,1,1,1
200,7,30,22.5,1012.1,68.6,1,1,1
200,9,250,23.5,1012.0,67.1,1,1,1
200,10,250,24.1,1011.9,64.5,1,1,1
200,10,250,23.4,1011.8,66.2,1,1,1
200,10,250,22.4,1011.3,66.1,1,1,1
200,9,250,22.2,1010.9,68.3,1,1,1
200,9,250,21.4,1010.7,72.7,1,1,1
210,8,250,19.6,1010.7,78.4,1,1,1
230,6,250,18.6,1010.6,80.6,1,0,1
250,9,250,17.4,1010.8,86.7,1,0,1
250,8,250,17.2,1010.7,88.7,1,0,1
260,5,250,16.3,1010.6,90.5,1,0,1
260,4,250,15.4,1010.4,92.3,1,0,1
280,3,250,14.9,1010.0,92.2,1,0,1
240,2,250,14.5,1009.7,96.6,1,0,1
0,0,60,14.0,1009.7,96.6,1,0,1
100,3,60,14.3,1009.8,97.7,1,0,1
60,1,100,15.0,1009.7,96.7,1,0,1
70,2,100,15.1,1009.8,96.7,1,1,1
160,1,100,17.8,1009.8,86.9,1,1,1
190,5,250,20.4,1009.8,73.6,1,1,1
200,4,60,21.7,1009.8,66.3,1,1,1
200,5,30,20.1,1009.8,70.0,1,1,1
200,8,250,22.9,1009.8,62.7,1,1,1
210,10,250,23.1,1009.9,64.4,1,1,1
220,10,250,23.6,1009.7,64.1,1,1,1
200,12,100,23.5,1009.7,64.8,1,1,1
200,11,100,22.4,1009.7,70.1,1,1,1
200,9,100,22.8,1009.5,68.1,1,1,1
230,10,100,23.0,1009.6,69.0,1,1,1
240,6,250,22.5,1009.6,67.1,1,1,1
330,13,100,20.3,1009.9,65.0,1,1,1
330,12,150,19.4,1010.5,65.0,1,0,1
330,7,150,18.2,1011.1,70.1,1,0,1
340,6,250,17.2,1011.3,73.9,1,0,1
350,4,250,16.1,1011.6,77.0,1,0,1
330,4,250,15.7,1011.8,80.9,1,0,1
10,3,250,14.5,1011.8,84.4,1,0,1
310,2,250,13.1,1012.0,88.3,1,0,1
0,0,250,12.6,1012.1,91.6,1,0,1
300,2,250,12.0,1012.4,92.6,1,0,1
290,1,250,12.2,1012.6,96.3,1,0,1
0,0,250,12.7,1012.9,96.4,1,1,1
40,1,250,16.1,1013.2,85.2,1,1,1
300,2,250,19.0,1013.4,74.3,1,1,1
310,3,250,20.6,1013.4,58.7,1,1,1
320,6,100,23.2,1012.9,48.3,1,1,1
210,7,100,23.0,1012.8,62.0,1,1,1
210,9,250,22.9,1012.6,62.7,1,1,1
210,10,250,22.9,1012.4,62.7,1,1,1
200,11,250,23.1,1012.2,59.1,1,1,1
220,11,250,23.7,1012.0,52.5,1,1,1
210,10,250,22.6,1011.8,58.5,1,1,1
210,8,250,22.2,1011.5,59.7,1,1,1
180,10,250,20.8,1011.0,63.0,1,1,1
330,8,250,22.4,1010.8,43.6,1,1,1
330,9,250,20.9,1010.7,48.1,1,0,1
350,8,250,19.1,1010.8,53.6,1,0,1
360,6,250,17.8,1010.7,58.8,1,0,1
60,3,250,16.4,1010.5,63.6,1,0,1
50,3,250,15.6,1010.0,65.6,1,0,1
330,3,250,14.2,1009.8,71.3,1,0,1
40,1,250,13.0,1009.4,75.7,1,0,1
50,2,250,12.9,1008.8,76.7,1,0,1
50,2,250,12.3,1008.6,78.5,1,0,1
40,2,250,12.5,1008.3,83.4,1,0,1
20,2,250,12.8,1008.3,84.7,1,1,1
270,2,250,16.2,1008.0,73.1,1,1,1
260,1,250,18.8,1007.9,62.6,1,1,1
290,2,150,21.6,1007.6,50.6,1,1,1
210,7,150,23.8,1007.4,47.8,1,1,1
200,9,150,24.3,1007.3,47.7,1,1,1
210,9,150,23.8,1007.1,51.9,1,1,1
200,10,250,24.1,1006.8,49.5,1,1,1
200,11,150,23.5,1006.6,54.5,1,1,1
200,10,150,23.6,1006.6,61.9,1,1,1
210,8,150,23.4,1006.6,64.0,1,1,1
210,9,150,22.1,1006.3,70.7,1,1,1
200,8,150,21.6,1006.3,72.0,1,1,1
200,7,250,20.7,1006.5,72.2,1,1,1
220,5,250,18.6,1006.6,78.7,1,0,1
220,3,250,17.2,1006.5,86.7,1,0,1
190,2,250,17.1,1006.7,88.7,1,0,1
160,4,250,16.7,1006.5,89.5,1,0,1
180,5,30,17.4,1006.6,91.8,1,0,1
140,5,30,17.0,1006.2,88.6,1,0,1
150,7,30,17.8,1005.5,92.9,1,0,1
160,10,30,18.2,1005.0,95.0,1,0,1
170,12,30,18.7,1004.6,95.1,1,0,1
170,11,20,18.8,1004.6,94.1,1,0,1
170,12,60,18.8,1004.5,94.1,1,1,1
180,13,10,18.6,1004.5,95.1,1,1,1
190,11,10,17.5,1004.6,92.9,1,1,1
170,5,100,18.1,1004.4,90.0,1,1,1
160,7,150,20.1,1004.2,80.5,1,1,1
170,10,150,22.3,1004.0,72.6,1,1,1
180,11,20,21.5,1004.1,75.3,1,1,1
180,8,100,18.6,1003.8,84.4,1,1,1
130,6,30,19.8,1003.1,83.1,1,1,1
150,8,60,18.7,1002.8,90.2,1,1,1
160,10,30,19.2,1002.0,86.5,1,1,1
180,11,30,18.4,1001.6,91.1,1,1,1
190,15,30,18.8,1001.2,87.3,1,1,1
190,12,30,18.5,1000.8,85.3,1,1,1
180,14,250,18.4,1000.3,84.3,1,0,1
180,16,30,18.3,999.9,86.2,1,0,1
180,16,30,18.1,998.9,87.1,1,0,1
170,17,100,18.5,997.5,82.5,1,0,1
180,21,30,17.7,996.3,88.0,0,0,1
230,24,100,15.8,997.0,87.2,0,0,1
250,24,30,14.7,997.7,84.6,0,0,1
240,18,60,14.1,997.7,82.2,0,0,1
240,21,60,13.7,998.1,75.3,0,0,1
250,17,150,14.0,998.6,81.0,0,0,1
240,16,60,14.6,998.9,76.0,0,1,1
240,16,250,16.0,999.2,74.1,0,1,1
250,15,60,16.8,999.6,69.9,0,1,1
240,17,100,18.3,1000.2,61.3,0,1,1
240,17,250,19.3,1000.7,57.3,0,1,1
220,19,250,19.5,1000.8,62.6,0,1,1
220,20,150,19.7,1001.3,62.8,0,1,1
220,22,100,18.1,1001.1,77.5,0,1,1
220,24,150,18.0,1001.8,74.6,0,1,1
210,21,150,16.3,1001.8,83.3,0,1,1
220,21,150,19.2,1001.8,70.1,0,1,1
220,22,60,18.1,1001.8,72.9,0,1,1
230,19,150,17.3,1002.1,73.2,0,1,1
230,18,100,16.7,1002.2,78.5,0,1,1
230,13,30,15.5,1002.0,87.1,0,0,1
220,14,60,15.4,1001.9,92.4,0,0,1
220,15,150,15.8,1001.8,91.4,0,0,1
200,20,100,15.5,1001.2,90.3,0,0,1
190,22,20,14.8,1000.5,94.4,0,0,1
180,21,10,14.8,999.2,96.7,0,0,1
180,21,10,14.4,998.0,96.6,0,0,1
190,24,10,15.2,996.8,97.8,0,0,1
180,28,10,14.9,995.2,97.8,0,0,1
180,29,10,15.5,994.1,97.8,0,0,1
180,28,10,16.0,993.4,97.9,0,1,1
190,31,5,16.3,992.9,98.9,0,1,1
190,30,5,16.9,993.0,99.0,0,1,1
200,25,0,17.2,993.5,99.0,0,1,1
200,24,5,17.3,993.8,99.0,0,1,1
200,24,0,17.3,994.3,99.0,0,1,1
200,20,0,17.4,994.8,98.9,0,1,1
200,22,5,17.5,995.2,98.0,0,1,1
200,20,5,17.6,995.8,98.0,0,1,1
220,18,10,18.0,996.7,95.9,0,1,1
210,18,10,17.5,997.3,92.9,0,1,1
220,15,150,18.0,998.1,89.0,0,1,1
210,13,150,17.6,998.9,89.9,0,1,1
210,12,150,16.9,999.6,92.7,0,1,1
200,15,60,16.6,1000.2,94.7,0,0,1
200,13,10,16.6,1001.0,96.8,0,0,1
210,10,0,16.4,1001.3,97.9,0,0,1
210,8,0,16.1,1001.3,99.0,0,0,1
200,8,0,16.0,1001.4,98.9,1,0,1
210,9,0,16.2,1001.5,98.9,1,0,1
220,9,0,16.1,1001.6,99.0,1,0,1
210,8,5,16.3,1001.7,98.9,1,0,1
190,10,10,16.3,1001.3,98.9,1,0,1
190,13,5,16.3,1001.5,98.9,1,0,1
200,12,10,16.4,1001.8,98.9,1,1,1
200,14,5,16.4,1002.2,98.9,1,1,1
190,15,10,16.5,1002.7,98.9,1,1,1
190,17,30,17.4,1003.0,97.9,1,1,1
200,13,10,16.5,1003.4,96.8,1,1,1
200,18,30,17.6,1003.7,95.9,1,1,1
190,17,20,18.8,1004.1,91.2,1,1,1
200,12,10,19.3,1004.5,84.7,1,1,1
210,14,10,18.0,1005.2,87.0,1,1,1
200,12,100,17.4,1005.4,88.8,1,1,1
210,9,100,17.8,1005.5,83.0,1,1,1
210,10,100,17.8,1005.9,86.0,1,1,1
230,9,100,17.0,1006.2,81.6,1,1,1
230,8,60,16.5,1006.5,84.4,1,1,1
260,13,100,15.3,1006.8,88.0,1,0,1
270,4,60,14.8,1007.2,91.1,1,0,1
230,5,150,14.5,1007.5,91.0,1,0,1
220,6,150,14.4,1007.4,93.2,1,0,1
220,7,250,14.7,1007.4,94.4,1,0,1
190,4,20,15.1,1007.1,95.6,1,0,1
200,12,200,14.8,1007.0,92.2,1,0,1
200,11,100,14.5,1007.7,91.0,1,0,1
210,11,20,14.7,1007.8,94.4,1,0,1
240,7,20,14.3,1008.2,93.2,1,0,1
240,7,30,14.8,1008.8,92.2,1,1,1
230,9,30,16.4,1009.6,83.3,1,1,1
230,9,30,17.7,1010.3,77.1,1,1,1
220,8,30,19.1,1010.8,72.6,1,1,1
210,9,30,20.4,1011.3,69.3,1,1,1
200,11,150,20.1,1011.5,70.8,1,1,1
190,11,250,20.6,1011.8,69.5,1,1,1
190,14,250,20.6,1012.0,67.8,1,1,1
200,14,250,20.5,1012.4,67.7,1,1,1
210,13,250,19.5,1012.6,71.2,1,1,1
220,13,250,19.8,1013.1,69.7,1,1,1
210,12,250,19.0,1013.0,69.8,1,1,1
210,11,250,18.3,1013.2,73.8,1,1,1
220,13,250,17.2,1013.4,78.8,1,1,1
230,14,250,16.2,1013.7,81.1,1,0,1
230,13,250,15.8,1014.1,85.0,1,0,1
230,11,250,15.5,1014.3,86.0,1,0,1
230,9,250,15.3,1014.5,89.0,1,0,1
240,7,250,15.1,1014.6,88.9,1,0,1
220,10,250,15.2,1014.4,89.0,1,0,1
220,9,100,15.4,1014.5,89.1,1,0,1
210,8,100,15.9,1014.4,87.2,1,0,1
230,10,30,15.9,1014.5,88.2,1,0,1
170,1,100,14.9,1014.9,91.1,1,0,1
210,4,100,15.5,1015.0,91.3,1,1,1
190,6,60,16.5,1015.2,85.4,1,1,1
190,10,30,17.0,1015.9,83.5,1,1,1
190,13,100,18.4,1016.1,78.5,1,1,1
190,13,100,19.7,1016.2,70.4,1,1,1
190,14,250,20.3,1016.2,71.8,1,1,1
190,13,250,20.3,1015.9,70.9,1,1,1
200,14,250,20.4,1015.9,71.0,1,1,1
210,11,250,21.2,1016.2,69.1,1,1,1
210,11,250,20.7,1016.3,72.1,1,1,1
200,9,250,20.6,1016.0,71.2,1,1,1
200,11,250,19.3,1015.9,73.6,1,1,1
200,9,250,18.0,1015.9,78.3,1,1,1
210,9,250,17.7,1015.9,82.9,1,1,1
210,9,250,16.6,1016.3,87.4,1,0,1
200,10,250,16.1,1016.3,91.5,1,0,1
210,10,100,16.4,1016.5,91.5,1,0,1
190,11,100,16.4,1016.6,90.4,1,0,1
200,10,30,16.4,1016.5,91.5,1,0,1
210,8,30,16.5,1016.6,93.6,1,0,1
200,8,100,16.6,1016.4,92.6,1,0,1
190,6,30,16.6,1016.6,91.6,1,0,1
200,8,30,16.1,1016.4,93.6,1,0,1
200,10,30,16.4,1016.7,95.7,1,0,1
210,7,20,16.8,1017.3,94.7,1,1,1
230,7,10,17.0,1017.7,95.8,1,1,1
220,5,20,17.9,1018.1,91.9,1,1,1
200,7,20,18.4,1018.4,88.1,1,1,1
200,7,20,18.4,1018.5,89.0,1,1,1
210,6,20,20.3,1018.6,80.5,1,1,1
210,5,20,20.4,1018.4,79.7,1,1,1
210,7,30,20.9,1018.4,76.5,1,1,1
220,6,30,21.2,1018.5,71.6,1,1,1
200,5,30,21.4,1018.6,71.8,1,1,1
200,7,30,20.6,1018.4,75.4,1,1,1
200,9,30,20.8,1018.1,75.6,1,1,1
210,9,250,19.6,1018.2,79.2,1,1,1
200,5,250,18.7,1018.0,83.4,1,1,1
270,3,250,17.7,1018.0,84.8,1,0,1
270,4,250,16.4,1018.3,92.6,1,0,1
230,2,250,16.2,1018.3,94.6,1,0,1
320,3,250,16.5,1018.2,95.7,1,0,1
320,4,250,16.7,1018.0,95.7,1,0,1
10,4,10,16.7,1017.7,96.8,1,0,1
10,4,10,16.6,1017.4,96.8,1,0,1
80,1,250,16.1,1017.3,96.8,1,0,1
60,2,250,15.6,1017.2,96.7,1,0,1
340,1,250,15.0,1017.5,96.6,1,0,1
300,2,5,16.2,1017.6,98.9,1,1,1
340,4,0,16.9,1017.9,99.0,1,1,1
310,4,0,17.9,1018.0,98.0,1,1,1
340,4,10,21.1,1017.9,85.3,1,1,1
280,5,30,23.3,1017.7,73.9,1,1,1
210,4,250,24.9,1017.4,65.1,1,1,1
210,5,250,25.3,1017.2,65.5,1,1,1
200,10,60,24.6,1017.1,67.1,1,1,1
200,12,250,23.3,1017.1,70.7,1,1,1
200,12,250,22.7,1017.0,73.5,1,1,1
290,4,250,25.3,1018.2,61.2,1,1,1
210,6,250,20.7,1016.8,81.7,1,1,1
290,5,250,22.4,1016.6,75.8,1,1,1
340,9,250,22.0,1016.7,75.5,1,1,1
330,13,250,20.4,1017.5,78.0,1,0,1
340,8,250,19.2,1018.0,85.5,1,0,1
340,7,20,18.0,1018.0,91.9,1,0,1
360,6,20,17.7,1017.9,92.8,1,0,1
350,8,20,17.9,1018.1,91.9,0,0,1
360,6,20,17.9,1017.9,91.9,0,0,1
350,8,20,17.3,1017.7,91.8,0,0,1
350,4,20,17.0,1017.4,91.7,0,0,1
340,6,20,17.0,1017.5,94.8,0,0,1
360,5,20,16.6,1017.7,94.7,0,0,1
350,4,10,16.7,1018.1,95.7,0,1,1
340,3,250,17.8,1018.6,92.9,0,1,1
310,3,60,19.2,1018.7,84.5,0,1,1
300,5,60,21.3,1019.1,77.6,0,1,1
200,4,60,22.7,1019.3,71.8,0,1,1
210,7,100,22.6,1019.3,71.0,0,1,1
210,8,250,23.0,1019.1,69.7,0,1,1
200,11,250,23.5,1019.0,67.0,0,1,1
200,10,250,23.8,1018.9,67.2,0,1,1
200,11,250,23.9,1018.6,67.3,0,1,1
200,10,250,23.3,1018.6,66.8,0,1,1
210,10,250,22.4,1018.6,72.5,0,1,1
210,8,250,21.8,1018.6,73.7,0,1,1
210,6,250,20.5,1018.5,78.0,0,1,1
210,5,250,18.9,1018.7,84.4,0,0,1
270,2,250,17.4,1018.9,89.7,0,0,1
350,5,250,18.1,1018.6,87.0,0,0,1
340,3,250,17.4,1018.5,85.7,0,0,1
300,3,250,16.4,1018.5,88.4,0,0,1
340,2,250,15.9,1018.2,91.4,0,0,1
60,2,250,15.7,1017.7,95.6,0,0,1
10,1,250,15.1,1017.5,94.4,0,0,1
10,2,250,14.7,1017.3,96.6,0,0,1
40,4,250,15.0,1017.4,96.6,0,0,1
70,6,250,16.7,1017.5,86.4,0,1,1
80,5,250,19.3,1017.5,80.9,0,1,1
80,7,250,21.3,1017.6,74.2,0,1,1
100,9,250,22.7,1017.4,67.9,0,1,1
100,7,250,24.7,1017.3,60.6,0,1,1
160,7,250,26.7,1017.1,51.8,0,1,1
160,9,250,26.1,1016.9,55.1,0,1,1
160,8,250,26.3,1016.7,51.3,0,1,1
170,9,250,25.9,1016.4,52.9,0,1,1
190,9,250,25.5,1016.0,53.8,0,1,1
210,6,250,26.1,1015.6,52.5,0,1,1
220,6,250,24.0,1015.1,54.2,0,1,1
210,4,250,21.1,1014.6,69.9,0,1,1
230,4,250,20.0,1014.3,75.9,0,1,1
210,4,250,18.2,1014.0,77.5,0,0,1
210,4,250,16.5,1014.0,87.4,0,0,1
0,0,250,15.4,1014.0,90.2,0,0,1
0,0,250,14.9,1013.9,93.3,0,0,1
0,0,250,14.7,1013.7,93.2,1,0,1
30,3,250,14.6,1013.0,95.5,1,0,1
60,1,250,13.6,1012.5,95.3,1,0,1
320,5,0,15.3,1012.1,98.9,1,0,1
50,1,0,15.5,1011.5,97.8,1,0,1
40,4,5,15.2,1011.3,97.8,1,0,1
40,2,10,15.2,1011.4,98.9,1,1,1
50,2,250,16.0,1011.4,96.8,1,1,1
10,2,250,18.3,1011.4,88.1,1,1,1
340,3,250,20.8,1011.0,73.1,1,1,1
200,4,250,22.3,1010.7,67.6,1,1,1
220,6,250,23.0,1010.5,64.3,1,1,1
210,11,250,22.2,1010.0,69.2,1,1,1
210,10,250,22.4,1009.8,68.5,1,1,1
210,10,250,22.7,1009.5,68.0,1,1,1
200,9,250,23.6,1009.0,62.6,1,1,1
210,9,250,23.0,1008.5,65.2,1,1,1
200,10,250,21.6,1007.9,73.7,1,1,1
210,7,250,21.4,1007.6,75.2,1,1,1
330,9,250,21.3,1007.3,68.5,1,1,1
330,8,250,18.7,1007.6,74.2,1,0,1
350,8,250,17.1,1007.6,78.7,1,0,1
360,8,250,16.1,1007.4,82.1,1,0,1
350,7,250,15.5,1007.3,86.0,1,0,1
360,5,250,14.9,1006.9,87.8,1,0,1
350,5,250,14.6,1006.3,88.9,1,0,1
340,7,250,14.4,1006.1,88.8,1,0,1
330,4,250,14.2,1005.7,89.8,1,0,1
350,4,250,14.1,1005.4,90.9,1,0,1
340,6,250,14.3,1005.2,91.0,1,0,1
350,5,20,14.9,1005.1,93.3,1,1,1
340,7,10,16.0,1004.9,91.4,1,1,1
330,6,20,17.4,1004.6,87.8,1,1,1
340,9,20,18.1,1004.5,83.2,1,1,1
330,12,30,19.0,1004.2,72.6,1,1,1
320,9,30,20.0,1004.4,69.9,1,1,1
320,7,60,20.2,1004.8,67.5,1,1,1
310,9,60,21.1,1004.0,63.4,1,1,1
310,8,60,22.4,1004.0,60.0,1,1,1
300,11,100,22.0,1003.2,53.5,1,1,1
320,10,100,21.5,1003.4,53.6,1,1,1
