consump
1.22
10.0
32.0
7.0
4.6015625
60.0
1.0
2.62
34.141999999999996
4.109375
6.0
1.1953125
5.0
0.365
5.0
3.7
1.646
2.516
1.98
79.0
55.0
4.0
0.9390000000000001
10.0
9.6
44.0
14.0
33.0
7.0
7.90625
5.7
0.003
24.0
1.1875
9.0
0.003
68.096
49.0
0.1
120.0
6.0
2.946
1.203125
39.0
43.0
0.01
12.529000000000002
5.296875
1.3
0.573
1.258
8.0
0.004
29.0
1.9
4.087
56.0
1.567
1.4780000000000002
13.0
6.0
4.5
2.31
0.8
3.390625
1.5819999999999999
32.0
1.1875
33.0
4.587
7.0
1.469
68.0
41.461999999999996
28.0
12.497
4.6875
1.203125
0.09375
33.0
4.6875
7.1129999999999995
1.705
3.6875
3.29
31.0
9.0
5.0
31.0
9.63
4.611000000000001
2.22
110.0
8.0
41.0
0.90625
3.5
1.973
2.22
23.773000000000003
14.282
38.0
9.762
0.005
24.0
6.707999999999999
60.0
9.602
1.7930000000000001
3.5
29.0
28.0
38.418
1.59375
8.0
2.8
1.976
10.0
1.9040000000000001
12.0
72.0
0.1
3.532
1.09375
3.093
3.858
1.90234375
59.382
69.0
0.004
5.0
0.002
80.0
3.0
0.1
0.09375
45.0
42.967
96.0
10.261
0.09375
1.09375
6.0
1.8984375
53.0
69.0
4.4
15.39
27.0
2.4
24.0
5.30078125
1.607
0.004
4.773
4.0
1.455
0.109375
0.09375
2.703125
2.436
8.0
5.203125
37.591
29.0
90.0
0.6
1.1953125
4.7989999999999995
10.648
63.0
1.307
0.001
0.005
5.5
21.6
1.0
8.0
8.5
12.0
3.890625
1.462
1.587
47.0
1.6269999999999998
0.09375
7.0
4.874
23.0
6.0
1.5490000000000002
125.0
2.703125
51.528999999999996
0.109375
61.0
7.0
46.0
15.067
92.0
0.004
25.0
16.0
69.0
69.0
7.0
36.192
3.40625
7.0
4.0
49.0
117.0
0.005
9.237
28.0
1.296875
61.0
0.90625
4.4510000000000005
2.104
9.0
1.298
73.0
33.0
60.0
22.513
0.004
1.209
0.004
30.0
86.0
9.299
23.0
0.17
2.0
4.69921875
52.0
1.2009999999999998
4.0
0.102
35.0
63.0
127.0
7.0
0.004
2.0340000000000003
0.003
8.0
10.0
26.0
0.90625
11.0
31.0
2.8160000000000003
11.0
71.0
4.291
7.204
1.5730000000000002
5.0
1.2
1.09375
0.003
11.9
2.8
0.9
41.152
0.6859999999999999
64.0
27.0
54.0
1.632
6.0
28.0
6.0
1.839
1.561
0.004
12.7
10.0
2.5
33.0
48.0
6.0
1.65
7.0
72.461
35.0
29.0
10.818
68.0
4.90625
3.890625
4.1
0.005
5.09375
3.9
51.0
2.142
0.004
9.5
38.641
28.0
28.0
0.004
0.09375
2.952
16.227999999999998
6.0
6.0
1.635
3.0
30.0
72.0
27.0
7.7
0.003
65.0
1.09765625
5.0
33.0
12.798
15.08
8.0
5.0
0.004
5.0
0.09375
0.004
115.0
66.0
111.0
0.1
25.0
5.0
81.0
6.1
0.011000000000000001
5.7
1.867
26.0
1.203125
80.0
40.177
37.0
3.0
2.509
50.173
0.2
5.0
1.203125
4.5
7.165
68.0
29.0
0.004
13.0
5.0
2.0
1.1953125
1.896
5.0
34.0
49.0
0.49
4.0
45.073
11.0
5.0
40.0
0.109375
0.1875
8.0
0.003
54.0
42.438
1.0
24.0
1.0
0.004
8.0
4.0
67.0
0.203125
6.0
1.609375
1.0
6.0
3.3480000000000003
3.703125
1.09375
0.9
6.242999999999999
31.0
66.0
14.6
5.0
21.74
29.0
1.306
0.002
8.504
33.0
48.019
30.0
0.1
1.3125
43.0
0.001
1.84
0.3
0.09375
0.47
12.0
13.7
37.025999999999996
32.0
88.0
13.0
13.0
11.4
1.567
16.479
74.0
6.0
71.624
36.342
1.0
44.576
6.0
45.0
94.0
1.09375
0.003
1.6
5.0
2.890625
2.6069999999999998
20.158
1.09765625
9.0
5.0
1.1
2.627
7.0
16.87
30.0
1.791
5.008
35.732
1.8
0.002
2.1
26.0
39.0
1.109375
125.0
0.1015625
9.0
10.0
0.09375
0.1
4.7
35.436
0.09375
33.0
33.0
49.0
15.6
11.0
60.0
8.0
43.0
0.01
1.5
4.675
0.004
59.604
9.0
16.704
0.30078125
2.008
7.0
40.0
35.0
3.59375
2.113
34.0
4.109375
64.0
27.0
86.0
3.489
31.0
18.381
0.004
7.19921875
12.357000000000001
1.429
3.55
1.3
11.0
1.703125
69.786
3.8
37.0
2.1830000000000003
6.681
3.59375
78.0
40.0
3.09375
3.5
0.5
80.0
36.0
26.0
35.0
1.9
31.0
1.5430000000000001
7.0
100.0
0.002
23.11
5.555
55.0
7.539
0.7
45.0
7.0
63.0
1.40625
7.5
5.30078125
5.687
8.009
33.0
79.0
4.1015625
10.0
2.1
74.0
47.0
1.3125
1.6
67.0
71.0
2.17
39.0
0.003
4.703125
5.0
61.7
6.733
67.0
4.0
52.0
6.0
23.0
0.5
2.444
4.609375
7.181
0.004
32.0
5.0
5.0
61.0
7.374
2.245
2.44
11.0
28.0
6.0
16.781
9.0
4.90625
46.0
2.747
0.001
39.0
13.0
10.0
7.0
0.1875
1.0
5.547999999999999
1.3969999999999998
32.0
86.0
1.7469999999999999
2.5
33.0
9.0
33.0
36.0
7.0
2.8280000000000003
65.77
0.90625
37.625
25.0
3.1
25.0
54.0
4.0
127.0
8.0
0.1
35.0
4.0
0.09375
1.681
23.0
39.784
1.7180000000000002
1.296875
0.296875
6.37
0.6
6.0
68.0
1.771
27.0
57.0
31.0
0.005
29.0
6.938
4.1875
1.8
36.669000000000004
9.0
1.6
0.003
4.02
76.42
3.5
5.0
5.0
59.0
17.39
28.0
2.103
3.59375
61.0
1.40625
5.0
34.0
2.90234375
20.0
19.427
4.8
4.419
1.699
32.0
34.0
3.5
37.0
9.0
3.866
0.001
2.59375
11.0
5.0
4.0
5.0
9.0
9.46
1.09375
1.109375
25.0
2.59375
1.5490000000000002
2.203125
6.013999999999999
58.0
30.0
0.09
31.0
0.003
0.006999999999999999
66.0
36.493
11.0
8.0
34.0
9.0
3.0
1.777
0.003
1.40625
0.1
3.90625
0.005
27.0
42.0
40.0
64.0
19.0
24.0
31.0
12.2
33.0
5.881
1.7009999999999998
3.890625
0.890625
11.619000000000002
1.09375
11.4
7.7
115.0
14.08
61.65
15.9
50.0
45.0
12.0
2.26
5.0
11.818
32.0
38.906
10.0
28.0
11.0
4.053
0.9
49.153
5.41
7.0
6.0
5.0
0.002
51.0
41.0
4.0
10.1
64.0
129.0
12.2
5.085
26.711
71.0
1.136
1.296875
2.056
0.6015625
4.90625
2.59375
34.0
9.0
13.597999999999999
5.0
117.0
1.26
6.007000000000001
111.0
3.3984375
5.0
1.09375
1.1953125
1.7269999999999999
33.0
0.1
7.796
0.8046875
0.005
63.0
0.004
37.001
19.987000000000002
3.3
34.0
131.0
35.0
0.6
35.0
30.0
1.524
72.0
5.0
10.0
9.0
1.9580000000000002
8.0
29.0
10.0
0.01
0.203125
31.0
8.0
5.016
1.515
16.147000000000002
3.40625
10.0
5.9
5.6
6.023
73.0
0.30078125
4.3046875
0.1875
9.0
7.0
1.541
27.0
30.0
6.0
26.0
4.703125
0.004
16.76
1.0
60.0
1.11
0.003
1.5
1.6953125
7.0
8.0
10.3
2.796875
36.997
10.0
1.6130000000000002
7.40234375
8.0
3.203125
1.7069999999999999
1.5
5.5
127.0
13.457
8.0
0.3
0.203125
49.0
2.5
8.0
6.0
66.0
33.0
21.0
30.0
2.19921875
4.8
0.1
4.0
1.40625
34.0
86.0
5.6015625
5.0
15.683
6.0
0.90234375
14.4
1.296875
7.0
11.0
4.0
134.0
1.82
1.554
17.0
6.0
5.0
62.608000000000004
35.489000000000004
64.0
0.005
34.0
9.0
0.8
8.0
6.0
1.6540000000000001
5.0
7.0
2.0069999999999997
2.4
9.8
146.0
12.4
2.8984375
1.3769999999999998
4.296875
36.0
1.7
34.0
9.2
62.0
7.0
34.0
0.004
38.41
1.5
116.0
2.8984375
30.0
5.763999999999999
32.0
40.0
85.0
5.4
0.6015625
8.982000000000001
11.0
5.0
13.254000000000001
1.0
2.14
9.8
4.40625
6.0
0.004
0.3
1.40625
9.818
1.33
0.4
73.0
7.981
134.0
1.8119999999999998
1.5
1.4780000000000002
65.0
2.725
67.0
47.49100000000001
2.88
0.004
4.40625
121.0
1.663
0.90625
0.002
3.40625
8.0
0.19921875
4.90625
3.90625
0.188
62.93
0.002
1.685
3.5
4.109375
1.035
30.0
7.0
6.0
7.572
118.0
5.032
38.418
0.003
70.78699999999999
1.4
9.0
2.886
6.0
37.383
1.09375
14.0
6.402
1.09375
64.0
0.003
73.0
28.0
0.001
0.001
25.0
