consump
0.13
0.1
0.07
0.399414063
0.11
0.01
0.2
0.079986572
0.34
0.8
0.01
0.1
0.19
0.17
0.1
0.099609375
0.01
0.3
0.010009766
0.6
0.01
0.01
0.26
0.1
0.010009766
0.07
0.03
0.2
0.02
0.06
0.04
0.01
0.01
0.16
0.01
0.365
0.02
0.200195313
0.11
0.01
0.15
0.02
0.02
0.6
0.010009766
0.22
0.399414063
0.03
0.010009766
0.020003999999999997
0.1
0.16
0.08
0.200195313
0.01
0.35
0.020019531
0.14
0.3
1.0
0.3
0.175
0.03
0.18
0.4
0.1
0.1
0.2
0.01
0.30078125
0.02
0.100097656
0.299804688
0.4
0.01
0.5
0.01
0.02
0.009995
0.009979248000000001
0.010009766
0.18
0.26
0.2
0.02
0.01
0.03
0.4
0.010009766
0.800292969
0.01
0.5
0.4
0.18
0.3
0.19
0.009995
0.37
0.10058593800000001
1.700195313
0.25
0.005
0.06
0.13
0.099609375
0.2
0.03
0.14
0.18
0.1
0.31
0.02
1.099609375
0.15
0.04
0.8
0.1
0.28
0.145
0.2
0.1
0.15
0.02
0.1
0.31
0.28
0.200195313
0.21
0.01
0.25
0.21
0.1
0.005
0.01
0.01
1.2
0.03
0.1
0.09
0.22
0.1
0.019989014
0.33
0.400390625
0.34
0.2
0.029999
0.1
0.08
0.4
0.19921875
0.5
0.1
0.67
0.11
0.18
0.099609375
0.01
0.4
0.200195313
0.2
0.06
0.09
0.010009766
0.1
0.099609375
0.48
0.18
0.37
0.155
1.7
0.100097656
0.005
0.2
0.01
0.1
0.1
0.009979248000000001
0.5
0.400390625
0.145
0.010009766
0.005
0.1
0.26
0.2
0.01
0.1
0.15
0.3
0.4
0.03
0.39
0.13
2.0
0.299804688
0.005
0.26
0.02
0.2
0.21
0.7998046879999999
0.18
0.04
0.2
0.03
0.19
0.18
0.200195313
0.1
0.200195313
0.19
0.02
0.1
0.1
0.5
0.3
0.1
0.5
0.2
0.400390625
0.1
0.010009766
0.7
0.28
0.009995
0.029998779
0.3
0.02
0.2
0.1
0.1
0.02
0.2
0.17
0.16
0.02
0.2
0.12
0.7
0.16
0.04
0.04
0.1
0.57
0.41
0.5
0.039993
0.01
0.115
0.2
0.8
0.1
0.1
0.04
0.010009766
0.22
0.14
0.059997559000000006
0.21
0.37
0.09
0.1
0.19921875
0.1
0.02
0.299804688
0.195
0.010009766
0.02
0.200195313
0.1
0.18
0.04
0.2
0.4
0.5
0.009994
0.1
0.8
0.01
0.19921875
0.13
0.11
0.07
0.200195313
0.21
0.01
0.4
0.19
0.14
0.1
0.02
0.03
0.2
0.299804688
0.599609375
1.799804688
0.09
0.5
0.05
0.3
0.19921875
0.19
0.11
0.01
0.1
0.28
0.03
0.2
0.099609375
0.4
0.04
0.1
0.37
0.5
0.07
0.1
0.9
0.19
0.3
0.30078125
0.1
0.1
0.005
0.04
0.1
0.2
0.005
0.01
0.200195313
0.19
0.005
0.1
0.299804688
0.01
0.26
0.299804688
0.32
0.34
0.06
0.2
0.1
0.31
0.155
0.14
0.10058593800000001
0.61
0.1
0.29
0.38
0.02
0.009979248000000001
0.2
0.3
0.33
0.009979248000000001
0.01
0.46
0.1
0.04
0.4
0.1
0.2
0.005
1.099609375
0.13
0.03
0.01
0.010009766
0.4
1.200195313
0.16
0.6
0.8
0.02
0.009994507
0.2
0.06
0.2
0.2
0.12
0.099609375
0.48
0.299804688
0.01
0.01
0.2
0.6
0.05
0.200195313
0.1
0.4
0.400390625
0.9
0.010009766
0.155
0.04
0.4
0.07
0.01
0.2
0.01
0.2
0.1
0.02
0.12
0.1
0.8
0.29
0.21
0.01
0.08
0.17
0.01
0.205
0.1
0.02
0.01
0.08
0.1
0.22
0.2
0.02
0.005
0.1
0.53
0.06
0.03
0.1
0.7
0.01
1.0
0.05
0.4
0.010009766
0.04
0.35
0.5
0.2
0.01
0.27
0.01
0.019989
0.19
0.11
1.400390625
0.29
0.009995
0.01
0.1
0.1
0.1
0.05
0.2
0.16
0.050018310999999996
0.155
0.30078125
0.07
0.10058593800000001
0.01
0.1
0.38
0.1
0.025
0.04
0.01
0.1
0.01
0.5
0.16
0.41
0.1
0.80078125
0.27
0.18
0.69
0.19
0.14
0.1
0.1
0.22
0.01
0.005
0.9
0.21
0.82
0.2
0.299804688
0.18
1.3
0.32
0.1
0.009979248000000001
0.05
2.100585938
0.1
0.5
0.099609375
0.21
0.2
0.26
0.1
0.03
0.200195313
0.1
0.26
0.2
0.03
0.1
0.3
0.2
0.19921875
0.03
0.1
0.05
0.9
0.88
0.1
0.1
0.020003999999999997
0.01
0.1
0.200195313
0.16
0.245
0.02
0.4
0.03
1.800292969
0.16
0.55
0.01
0.5
0.01
0.005
0.21
0.01
0.019989014
0.01
0.040008545
0.16
0.03
0.3
0.099609375
0.010009766
0.3
0.01
0.019989014
0.5
0.02
0.42
0.01
